date,GMKN
2021-05-05,26646.0
2021-05-06,26824.0
2021-05-07,27000.0
2021-05-10,27046.0
2021-05-11,27338.0
2021-05-12,27266.0
2021-05-13,27388.0
2021-05-14,27390.0
2021-05-17,27352.0
2021-05-18,27352.0
2021-05-19,27110.0
2021-05-20,27156.0
2021-05-21,27064.0
2021-05-24,26982.0
2021-05-25,26730.0
2021-05-26,26986.0
2021-05-27,26994.0
2021-05-28,27134.0
2021-05-31,26404.0
2021-06-01,26750.0
2021-06-02,26944.0
2021-06-03,26630.0
2021-06-04,26400.0
2021-06-07,26246.0
2021-06-08,26072.0
2021-06-09,26502.0
2021-06-10,26192.0
2021-06-11,26178.0
2021-06-14,26314.0
2021-06-15,26054.0
2021-06-16,25664.0
2021-06-17,24970.0
2021-06-18,25000.0
2021-06-21,25372.0
2021-06-22,25078.0
2021-06-23,25336.0
2021-06-24,24358.0
2021-06-25,24734.0
2021-06-28,24948.0
2021-06-29,24702.0
2021-06-30,24812.0
2021-07-01,24612.0
2021-07-02,25014.0
2021-07-05,24924.0
2021-07-06,24462.0
2021-07-07,24658.0
2021-07-08,24514.0
2021-07-09,24780.0
2021-07-12,25112.0
2021-07-13,25662.0
2021-07-14,25734.0
2021-07-15,25624.0
2021-07-16,25248.0
2021-07-19,25046.0
2021-07-20,25138.0
2021-07-21,25050.0
2021-07-22,25080.0
2021-07-23,24990.0
2021-07-26,25180.0
2021-07-27,25432.0
2021-07-28,25690.0
2021-07-29,25178.0
2021-07-30,25318.0
2021-08-02,25290.0
2021-08-03,25582.0
2021-08-04,25446.0
2021-08-05,25496.0
2021-08-06,25102.0
2021-08-09,24870.0
2021-08-10,24650.0
2021-08-11,24528.0
2021-08-12,24700.0
2021-08-13,24460.0
2021-08-16,24426.0
2021-08-17,24572.0
2021-08-18,24146.0
2021-08-19,23736.0
2021-08-20,23550.0
2021-08-23,23858.0
2021-08-24,24066.0
2021-08-25,23932.0
2021-08-26,23712.0
2021-08-27,23986.0
2021-08-30,24266.0
2021-08-31,24032.0
2021-09-01,24228.0
2021-09-02,23880.0
2021-09-03,24442.0
2021-09-06,24658.0
2021-09-07,24376.0
2021-09-08,24260.0
2021-09-09,23980.0
2021-09-10,24508.0
2021-09-13,24492.0
2021-09-14,24044.0
2021-09-15,23978.0
2021-09-16,23484.0
2021-09-17,23256.0
2021-09-20,22510.0
2021-09-21,22662.0
2021-09-22,23150.0
2021-09-23,23096.0
2021-09-24,22856.0
2021-09-27,22712.0
2021-09-28,22324.0
2021-09-29,22218.0
2021-09-30,21830.0
2021-10-01,22122.0
2021-10-04,21636.0
2021-10-05,21818.0
2021-10-06,21524.0
2021-10-07,22272.0
2021-10-08,22766.0
2021-10-11,22644.0
2021-10-12,22528.0
2021-10-13,22718.0
2021-10-14,22928.0
2021-10-15,23108.0
2021-10-18,23120.0
2021-10-19,23672.0
2021-10-20,23530.0
2021-10-21,23210.0
2021-10-22,22864.0
2021-10-25,23024.0
2021-10-26,22688.0
2021-10-27,22250.0
2021-10-28,22362.0
2021-10-29,22170.0
2021-11-01,22396.0
2021-11-02,22134.0
2021-11-03,22038.0
2021-11-05,21664.0
2021-11-08,21872.0
2021-11-09,22188.0
2021-11-10,21694.0
2021-11-11,22050.0
2021-11-12,22100.0
2021-11-15,22358.0
2021-11-16,22626.0
2021-11-17,22532.0
2021-11-18,22292.0
2021-11-19,22144.0
2021-11-22,21850.0
2021-11-23,22400.0
2021-11-24,22182.0
2021-11-25,22128.0
2021-11-26,21560.0
2021-11-29,21686.0
2021-11-30,21538.0
2021-12-01,21952.0
2021-12-02,22110.0
2021-12-03,21826.0
2021-12-06,21886.0
2021-12-07,21920.0
2021-12-08,21888.0
2021-12-09,22006.0
2021-12-10,21888.0
2021-12-13,20850.0
2021-12-14,20958.0
2021-12-15,21296.0
2021-12-16,21310.0
2021-12-17,21738.0
2021-12-20,21644.0
2021-12-21,21662.0
2021-12-22,21834.0
2021-12-23,21872.0
2021-12-24,21824.0
2021-12-27,22528.0
2021-12-28,22642.0
2021-12-29,22628.0
2021-12-30,22900.0
2022-01-03,23378.0
2022-01-04,23314.0
2022-01-05,23010.0
2022-01-06,23280.0
2022-01-10,23508.0
2022-01-11,23734.0
2022-01-12,24040.0
2022-01-13,22836.0
2022-01-14,22648.0
2022-01-17,21820.0
2022-01-18,20694.0
2022-01-19,22024.0
2022-01-20,22300.0
2022-01-21,22100.0
2022-01-24,21250.0
2022-01-25,21466.0
2022-01-26,21788.0
2022-01-27,22066.0
2022-01-28,22082.0
2022-01-31,21916.0
2022-02-01,21948.0
2022-02-02,21670.0
2022-02-03,21392.0
2022-02-04,21400.0
2022-02-07,21580.0
2022-02-08,22372.0
2022-02-09,22674.0
2022-02-10,22454.0
2022-02-11,21688.0
2022-02-14,22082.0
2022-02-15,22324.0
2022-02-16,22304.0
2022-02-17,21774.0
2022-02-18,21450.0
2022-02-21,19252.0
2022-02-22,21150.0
2022-02-24,18200.0
2022-02-25,19052.0
2022-03-24,20990.0
2022-03-25,21070.0
2022-03-28,20850.0
2022-03-29,20028.0
2022-03-30,20462.0
2022-03-31,20974.0
2022-04-01,21500.0
2022-04-04,21750.0
2022-04-05,20986.0
2022-04-06,21150.0
2022-04-07,21050.0
2022-04-08,21112.0
2022-04-11,21006.0
2022-04-12,20990.0
2022-04-13,20794.0
2022-04-14,20004.0
2022-04-15,20240.0
2022-04-18,19886.0
2022-04-19,19676.0
2022-04-20,20590.0
2022-04-21,20454.0
2022-04-22,19700.0
2022-04-25,19900.0
2022-04-26,20994.0
2022-04-27,21272.0
2022-04-28,21000.0
2022-04-29,21550.0
2022-05-04,21352.0
2022-05-05,21544.0
2022-05-06,21766.0
2022-05-11,21330.0
2022-05-12,21238.0
2022-05-13,21200.0
2022-05-16,21364.0
2022-05-17,21348.0
2022-05-18,21416.0
2022-05-19,21300.0
2022-05-20,20700.0
2022-05-23,19800.0
2022-05-24,20010.0
2022-05-25,20080.0
2022-05-26,20198.0
2022-05-27,20162.0
2022-05-30,20132.0
2022-05-31,20190.0
2022-06-01,20416.0
2022-06-02,20154.0
2022-06-03,20314.0
2022-06-06,20294.0
2022-06-07,20200.0
2022-06-08,20134.0
2022-06-09,20310.0
2022-06-10,19490.0
2022-06-14,19102.0
2022-06-15,19040.0
2022-06-16,19370.0
2022-06-17,19194.0
2022-06-20,19180.0
2022-06-21,18820.0
2022-06-22,18940.0
2022-06-23,19100.0
2022-06-24,18934.0
2022-06-27,18586.0
2022-06-28,18252.0
2022-06-29,17652.0
2022-06-30,17400.0
2022-07-01,17100.0
2022-07-04,17024.0
2022-07-05,16700.0
2022-07-06,16452.0
2022-07-07,16550.0
2022-07-08,16720.0
2022-07-11,16270.0
2022-07-12,15922.0
2022-07-13,15200.0
2022-07-14,15302.0
2022-07-15,15600.0
2022-07-18,15282.0
2022-07-19,14914.0
2022-07-20,15050.0
2022-07-21,14800.0
2022-07-22,14730.0
2022-07-25,14794.0
2022-07-26,15850.0
2022-07-27,15640.0
2022-07-28,15500.0
2022-07-29,16150.0
2022-08-01,15590.0
2022-08-02,15140.0
2022-08-03,14754.0
2022-08-04,14710.0
2022-08-05,14394.0
2022-08-08,14458.0
2022-08-09,15150.0
2022-08-10,14970.0
2022-08-11,14908.0
2022-08-12,14826.0
2022-08-15,15142.0
2022-08-16,15444.0
2022-08-17,15370.0
2022-08-18,15160.0
2022-08-19,15330.0
2022-08-22,15430.0
2022-08-23,15592.0
2022-08-24,15458.0
2022-08-25,15384.0
2022-08-26,15392.0
2022-08-29,15594.0
2022-08-30,15650.0
2022-08-31,16140.0
2022-09-01,16600.0
2022-09-02,16746.0
2022-09-05,17000.0
2022-09-06,16604.0
2022-09-07,16222.0
2022-09-08,16244.0
2022-09-09,16740.0
2022-09-12,16756.0
2022-09-13,16432.0
2022-09-14,16214.0
2022-09-15,16212.0
2022-09-16,16228.0
2022-09-19,16016.0
2022-09-20,15260.0
2022-09-21,14776.0
2022-09-22,14794.0
2022-09-23,14148.0
2022-09-26,12850.0
2022-09-27,13278.0
2022-09-28,12930.0
2022-09-29,12338.0
2022-09-30,12458.0
2022-10-03,13186.0
2022-10-04,12956.0
2022-10-05,12516.0
2022-10-06,12400.0
2022-10-07,11932.0
2022-10-10,12500.0
2022-10-11,12794.0
2022-10-12,12698.0
2022-10-13,12616.0
2022-10-14,12640.0
2022-10-17,13246.0
2022-10-18,13222.0
2022-10-19,13018.0
2022-10-20,13084.0
2022-10-21,13160.0
2022-10-24,13152.0
2022-10-25,13470.0
2022-10-26,13136.0
2022-10-27,13266.0
2022-10-28,13548.0
2022-10-31,13758.0
2022-11-01,13624.0
2022-11-02,13404.0
2022-11-03,13406.0
2022-11-07,14070.0
2022-11-08,13968.0
2022-11-09,13720.0
2022-11-10,14044.0
2022-11-11,14764.0
2022-11-14,15456.0
2022-11-15,14984.0
2022-11-16,15224.0
2022-11-17,14946.0
2022-11-18,14986.0
2022-11-21,14654.0
2022-11-22,14802.0
2022-11-23,14752.0
2022-11-24,14766.0
2022-11-25,14632.0
2022-11-28,14570.0
2022-11-29,14464.0
2022-11-30,14384.0
2022-12-01,14650.0
2022-12-02,14484.0
2022-12-05,14824.0
2022-12-06,14718.0
2022-12-07,15038.0
2022-12-08,14886.0
2022-12-09,14940.0
2022-12-12,14760.0
2022-12-13,14924.0
2022-12-14,14718.0
2022-12-15,14280.0
2022-12-16,14498.0
2022-12-19,14652.0
2022-12-20,14816.0
2022-12-21,14870.0
2022-12-22,14958.0
2022-12-23,14904.0
2022-12-26,15050.0
2022-12-27,15282.0
2022-12-28,15140.0
2022-12-29,15242.0
2022-12-30,15300.0
2023-01-03,15520.0
2023-01-04,15574.0
2023-01-05,15340.0
2023-01-06,15438.0
2023-01-09,15370.0
2023-01-10,15324.0
2023-01-11,15410.0
2023-01-12,15440.0
2023-01-13,15334.0
2023-01-16,15488.0
2023-01-17,15294.0
2023-01-18,15316.0
2023-01-19,15200.0
2023-01-20,15154.0
2023-01-23,14980.0
2023-01-24,14776.0
2023-01-25,14882.0
2023-01-26,14800.0
2023-01-27,15032.0
2023-01-30,15150.0
2023-01-31,15144.0
2023-02-01,15258.0
2023-02-02,15164.0
2023-02-03,14990.0
2023-02-06,14942.0
2023-02-07,14960.0
2023-02-08,14852.0
2023-02-09,14918.0
2023-02-10,14840.0
2023-02-13,14892.0
2023-02-14,14760.0
2023-02-15,14500.0
2023-02-16,14398.0
2023-02-17,14478.0
2023-02-20,14540.0
2023-02-21,14710.0
2023-02-22,14474.0
2023-02-24,14390.0
2023-02-27,14578.0
2023-02-28,14498.0
2023-03-01,14734.0
2023-03-02,14510.0
2023-03-03,14562.0
2023-03-06,14560.0
2023-03-07,14676.0
2023-03-09,14586.0
2023-03-10,14576.0
2023-03-13,14554.0
2023-03-14,14556.0
2023-03-15,14464.0
2023-03-16,14442.0
2023-03-17,14560.0
2023-03-20,15044.0
2023-03-21,14864.0
2023-03-22,14970.0
2023-03-23,14932.0
2023-03-24,15080.0
2023-03-27,15184.0
2023-03-28,15186.0
2023-03-29,15084.0
2023-03-30,15024.0
2023-03-31,15010.0
2023-04-03,15084.0
2023-04-04,15214.0
2023-04-05,15200.0
2023-04-06,15380.0
2023-04-07,15430.0
2023-04-10,15500.0
2023-04-11,15360.0
2023-04-12,15404.0
2023-04-13,15404.0
2023-04-14,15786.0
2023-04-17,15900.0
2023-04-18,15908.0
2023-04-19,15918.0
2023-04-20,15802.0
2023-04-21,15798.0
2023-04-24,15700.0
2023-04-25,15538.0
2023-04-26,15330.0
2023-04-27,15370.0
2023-04-28,14572.0
2023-05-02,14542.0
2023-05-03,14440.0
2023-05-04,14470.0
2023-05-05,14352.0
2023-05-08,14218.0
2023-05-10,14604.0
2023-05-11,14476.0
2023-05-12,14544.0
2023-05-15,14768.0
2023-05-16,14762.0
2023-05-17,14778.0
2023-05-18,14736.0
2023-05-19,14730.0
2023-05-22,14602.0
2023-05-23,14648.0
2023-05-24,14696.0
2023-05-25,14562.0
2023-05-26,14670.0
2023-05-29,14654.0
2023-05-30,14574.0
2023-05-31,14580.0
2023-06-01,14576.0
2023-06-02,14782.0
2023-06-05,14764.0
2023-06-06,14644.0
2023-06-07,14628.0
2023-06-08,14738.0
2023-06-09,14840.0
2023-06-13,15094.0
2023-06-14,15052.0
2023-06-15,15286.0
2023-06-16,15362.0
2023-06-19,15510.0
2023-06-20,15332.0
2023-06-21,15306.0
2023-06-22,15178.0
2023-06-23,14988.0
2023-06-26,14862.0
2023-06-27,14842.0
2023-06-28,14934.0
2023-06-29,14882.0
2023-06-30,14726.0
2023-07-03,14702.0
2023-07-04,14744.0
2023-07-05,14868.0
2023-07-06,15162.0
2023-07-07,15080.0
2023-07-10,15264.0
2023-07-11,15302.0
2023-07-12,15454.0
2023-07-13,15540.0
2023-07-14,15504.0
2023-07-17,15774.0
2023-07-18,16336.0
2023-07-19,16546.0
2023-07-20,15904.0
2023-07-21,16082.0
2023-07-24,16126.0
2023-07-25,16260.0
2023-07-26,16170.0
2023-07-27,16190.0
2023-07-28,16236.0
2023-07-31,16712.0
2023-08-01,17000.0
2023-08-02,16560.0
2023-08-03,16650.0
2023-08-04,16338.0
2023-08-07,16154.0
2023-08-08,16106.0
2023-08-09,16192.0
2023-08-10,16464.0
2023-08-11,16460.0
2023-08-14,16280.0
2023-08-15,16170.0
2023-08-16,15908.0
2023-08-17,15924.0
2023-08-18,16198.0
2023-08-21,16262.0
2023-08-22,16270.0
2023-08-23,16010.0
2023-08-24,16082.0
2023-08-25,16144.0
2023-08-28,16780.0
2023-08-29,16628.0
2023-08-30,16680.0
2023-08-31,16832.0
2023-09-01,16786.0
2023-09-04,17112.0
2023-09-05,17060.0
2023-09-06,16900.0
2023-09-07,16466.0
2023-09-08,16320.0
2023-09-11,16250.0
2023-09-12,16470.0
2023-09-13,16392.0
2023-09-14,16300.0
2023-09-15,16436.0
2023-09-18,16308.0
2023-09-19,15998.0
2023-09-20,16190.0
2023-09-21,16018.0
2023-09-22,15992.0
2023-09-25,15872.0
2023-09-26,15946.0
2023-09-27,16074.0
2023-09-28,16304.0
2023-09-29,16188.0
2023-10-02,16172.0
2023-10-03,16168.0
2023-10-04,16030.0
2023-10-05,16172.0
2023-10-06,16268.0
2023-10-09,16256.0
2023-10-10,16294.0
2023-10-11,16126.0
2023-10-12,16278.0
2023-10-13,16284.0
2023-10-16,16432.0
2023-10-17,16520.0
2023-10-18,16472.0
2023-10-19,16788.0
2023-10-20,17122.0
2023-10-23,17108.0
2023-10-24,17196.0
2023-10-25,17460.0
2023-10-26,17250.0
2023-10-27,17506.0
2023-10-30,17572.0
2023-10-31,17574.0
2023-11-01,17804.0
2023-11-02,18078.0
2023-11-03,17898.0
2023-11-06,17764.0
2023-11-07,17690.0
2023-11-08,17460.0
2023-11-09,17412.0
2023-11-10,17344.0
2023-11-13,17410.0
2023-11-14,17178.0
2023-11-15,17136.0
2023-11-16,17008.0
2023-11-17,17168.0
2023-11-20,17098.0
2023-11-21,17250.0
2023-11-22,17218.0
2023-11-23,17304.0
2023-11-24,17096.0
2023-11-27,17052.0
2023-11-28,17056.0
2023-11-29,16922.0
2023-11-30,16736.0
2023-12-01,16646.0
2023-12-04,16668.0
2023-12-05,16804.0
2023-12-06,16412.0
2023-12-07,16912.0
2023-12-08,16776.0
2023-12-11,16660.0
2023-12-12,16478.0
2023-12-13,16600.0
2023-12-14,16646.0
2023-12-15,16988.0
2023-12-18,17150.0
2023-12-19,17202.0
2023-12-20,17114.0
2023-12-21,17082.0
2023-12-22,17122.0
2023-12-25,17130.0
2023-12-26,16360.0
2023-12-27,16310.0
2023-12-28,16156.0
2023-12-29,16172.0
2024-01-03,16356.0
2024-01-04,16296.0
2024-01-05,16280.0
2024-01-08,16426.0
2024-01-09,16384.0
2024-01-10,16376.0
2024-01-11,16276.0
2024-01-12,16234.0
2024-01-15,16226.0
2024-01-16,16192.0
2024-01-17,16202.0
2024-01-18,16156.0
2024-01-19,16052.0
2024-01-22,16076.0
2024-01-23,16078.0
2024-01-24,16002.0
2024-01-25,15986.0
2024-01-26,16056.0
2024-01-29,16026.0
2024-01-30,16036.0
2024-01-31,15946.0
2024-02-01,15992.0
2024-02-02,15950.0
2024-02-05,15950.0
2024-02-06,15944.0
2024-02-07,15960.0
2024-02-08,15742.0
2024-02-09,15728.0
2024-02-12,15546.0
2024-02-13,15380.0
2024-02-14,15186.0
2024-02-15,15172.0
2024-02-16,15036.0
2024-02-19,14924.0
2024-02-20,14480.0
2024-02-21,14438.0
2024-02-22,14372.0
2024-02-26,14744.0
2024-02-27,14514.0
2024-02-28,14602.0
2024-02-29,14568.0
2024-03-01,14602.0
2024-03-04,15008.0
2024-03-05,14946.0
2024-03-06,15084.0
2024-03-07,15098.0
2024-03-11,15028.0
2024-03-12,15028.0
2024-03-13,14998.0
2024-03-14,15018.0
2024-03-15,15070.0
2024-03-18,14964.0
2024-03-19,14776.0
2024-03-20,14804.0
2024-03-21,14930.0
2024-03-22,14798.0
2024-03-25,15138.0
2024-03-26,15136.0
2024-03-27,15300.0
2024-03-28,15208.0
2024-03-29,15110.0
2024-04-01,15054.0
2024-04-08,152.96
2024-04-09,164.0
2024-04-10,163.3
2024-04-11,161.48
2024-04-12,164.8
2024-04-15,162.34
2024-04-16,158.92
2024-04-17,159.42
2024-04-18,158.62
2024-04-19,158.66
2024-04-22,159.3
2024-04-23,156.58
2024-04-24,155.82
2024-04-25,157.52
2024-04-26,156.54
2024-04-27,156.04
2024-04-29,155.16
2024-04-30,153.9
2024-05-02,154.48
2024-05-03,154.4
2024-05-06,155.8
2024-05-07,154.44
2024-05-08,153.82
2024-05-10,152.78
2024-05-13,152.04
2024-05-14,152.48
2024-05-15,152.68
2024-05-16,152.6
2024-05-17,156.3
2024-05-20,151.88
2024-05-21,148.92
2024-05-22,150.0
2024-05-23,154.06
2024-05-24,153.04
2024-05-27,149.8
2024-05-28,149.62
2024-05-29,152.0
2024-05-30,146.5
2024-05-31,139.98
2024-06-03,138.52
2024-06-04,140.8
2024-06-05,139.24
2024-06-06,141.8
2024-06-07,143.28
2024-06-10,139.14
2024-06-11,138.86
2024-06-13,139.18
2024-06-14,140.3
2024-06-17,138.54
2024-06-18,136.26
2024-06-19,134.0
2024-06-20,136.32
2024-06-21,134.0
2024-06-24,130.24
2024-06-25,131.18
2024-06-26,130.8
2024-06-27,129.32
2024-06-28,129.92
2024-07-01,132.5
2024-07-02,134.38
2024-07-03,132.66
2024-07-04,130.38
2024-07-05,134.34
2024-07-08,132.52
2024-07-09,129.14
2024-07-10,124.3
2024-07-11,126.1
2024-07-12,125.26
2024-07-15,122.76
2024-07-16,126.1
2024-07-17,125.26
2024-07-18,128.3
2024-07-19,128.5
2024-07-22,129.88
2024-07-23,128.08
2024-07-24,130.86
2024-07-25,129.56
2024-07-26,126.46
2024-07-29,125.2
2024-07-30,127.92
2024-07-31,130.16
2024-08-01,128.64
2024-08-02,128.0
2024-08-05,123.92
2024-08-06,124.88
2024-08-07,124.6
2024-08-08,122.88
2024-08-09,123.46
2024-08-12,125.7
2024-08-13,127.82
2024-08-14,125.76
2024-08-15,125.0
2024-08-16,125.88
2024-08-19,126.0
2024-08-20,124.18
2024-08-21,121.44
2024-08-22,118.9
2024-08-23,113.04
2024-08-26,118.44
2024-08-27,112.9
2024-08-28,112.1
2024-08-29,111.34
2024-08-30,108.58
2024-09-02,103.12
2024-09-03,104.02
2024-09-04,106.72
2024-09-05,104.88
2024-09-06,107.04
2024-09-09,108.1
2024-09-10,105.96
2024-09-11,103.6
2024-09-12,101.5
2024-09-13,102.62
2024-09-16,106.44
2024-09-17,106.82
2024-09-18,106.22
2024-09-19,111.2
2024-09-20,109.42
2024-09-23,110.34
2024-09-24,115.22
2024-09-25,114.02
2024-09-26,115.48
2024-09-27,115.4
2024-09-30,113.04
2024-10-01,110.6
2024-10-02,107.84
2024-10-03,106.46
2024-10-04,106.96
2024-10-07,106.22
2024-10-08,106.4
2024-10-09,103.82
2024-10-10,103.48
2024-10-11,101.56
2024-10-14,105.5
2024-10-15,108.5
2024-10-16,106.82
2024-10-17,104.2
2024-10-18,104.26
2024-10-21,106.14
2024-10-22,105.82
2024-10-23,104.16
2024-10-24,105.12
2024-10-25,101.34
2024-10-28,96.1
2024-10-29,99.74
2024-10-30,97.54
2024-10-31,99.0
2024-11-01,99.16
2024-11-02,100.8
2024-11-05,104.2
2024-11-06,105.9
2024-11-07,109.42
2024-11-08,111.58
2024-11-11,112.64
2024-11-12,113.5
2024-11-13,112.98
2024-11-14,111.68
2024-11-15,115.16
2024-11-18,114.46
2024-11-19,111.0
2024-11-20,108.28
2024-11-21,109.32
2024-11-22,108.52
2024-11-25,103.94
2024-11-26,104.08
2024-11-27,110.96
2024-11-28,110.08
2024-11-29,112.96
2024-12-02,114.1
2024-12-03,110.4
2024-12-04,104.2
2024-12-05,108.16
2024-12-06,107.8
2024-12-09,106.86
2024-12-10,103.6
2024-12-11,104.1
2024-12-12,100.3
2024-12-13,99.9
2024-12-16,95.9
2024-12-17,94.98
2024-12-18,95.66
2024-12-19,95.7
2024-12-20,105.08
2024-12-23,105.0
2024-12-24,104.96
2024-12-25,108.0
2024-12-26,109.66
2024-12-27,111.04
2024-12-28,113.8
2024-12-30,115.5
2025-01-03,112.68
2025-01-06,113.42
2025-01-08,114.0
2025-01-09,111.8
2025-01-10,116.26
2025-01-13,118.38
2025-01-14,119.98
2025-01-15,119.46
2025-01-16,119.12
2025-01-17,124.88
2025-01-20,123.4
2025-01-21,124.56
2025-01-22,123.74
2025-01-23,124.96
2025-01-24,124.14
2025-01-27,119.46
2025-01-28,121.2
2025-01-29,121.78
2025-01-30,122.76
2025-01-31,121.18
2025-02-03,118.3
2025-02-04,117.16
2025-02-05,120.4
2025-02-06,121.5
2025-02-07,122.28
2025-02-10,120.82
2025-02-11,121.12
2025-02-12,127.26
2025-02-13,128.1
2025-02-14,131.5
2025-02-17,138.2
2025-02-18,134.6
2025-02-19,138.52
2025-02-20,137.74
2025-02-21,137.18
2025-02-24,146.94
2025-02-25,143.04
2025-02-26,138.02
2025-02-27,134.34
2025-02-28,140.32
2025-03-03,135.92
2025-03-04,140.92
2025-03-05,136.98
2025-03-06,136.46
2025-03-07,135.7
2025-03-10,137.14
2025-03-11,135.72
2025-03-12,134.0
2025-03-13,131.9
2025-03-14,130.54
2025-03-17,134.06
2025-03-18,132.08
2025-03-19,132.04
2025-03-20,131.16
2025-03-21,129.8
2025-03-24,125.88
2025-03-25,129.58
2025-03-26,125.8
2025-03-27,122.98
2025-03-28,121.56
2025-03-31,123.3
2025-04-01,120.8
2025-04-02,120.1
2025-04-03,116.42
2025-04-04,110.9
2025-04-07,111.32
2025-04-08,106.8
2025-04-09,116.08
2025-04-10,114.04
2025-04-11,117.1
2025-04-14,114.5
2025-04-15,112.2
2025-04-16,113.04
2025-04-17,115.56
2025-04-18,111.62
2025-04-21,113.92
2025-04-22,116.7
2025-04-23,114.44
2025-04-24,113.84
2025-04-25,117.7
2025-04-28,117.3
2025-04-29,113.62
2025-04-30,114.38
2025-05-02,109.0
2025-05-05,107.26
2025-05-06,107.7
2025-05-07,108.86
2025-05-08,111.6
2025-05-12,114.48
2025-05-13,112.98
2025-05-14,110.6
2025-05-15,110.52
2025-05-16,110.6
2025-05-19,109.92
2025-05-20,107.82
2025-05-21,105.56
2025-05-22,105.02
2025-05-23,103.68
2025-05-26,100.04
2025-05-27,101.34
2025-05-28,107.2
2025-05-29,104.84
2025-05-30,106.42
2025-06-02,105.68
2025-06-03,110.4
2025-06-04,111.38
2025-06-05,109.82
2025-06-06,108.2
2025-06-09,110.7
2025-06-10,106.24
2025-06-11,106.8
2025-06-13,105.5
2025-06-16,104.42
2025-06-17,107.52
2025-06-18,107.28
2025-06-19,106.72
2025-06-20,104.5
2025-06-23,103.9
2025-06-24,104.98
2025-06-25,107.18
2025-06-26,110.4
2025-06-27,111.58
2025-06-30,111.22
2025-07-01,110.48
2025-07-02,112.02
2025-07-03,109.4
2025-07-04,109.48
2025-07-07,106.4
2025-07-08,103.72
2025-07-09,104.16
2025-07-10,104.42
2025-07-11,101.5
2025-07-14,109.26
2025-07-15,110.1
2025-07-16,110.04
2025-07-17,108.68
2025-07-18,115.36
2025-07-21,116.54
2025-07-22,119.5
2025-07-23,118.24
2025-07-24,118.26
2025-07-25,114.68
2025-07-28,117.0
2025-07-29,122.9
2025-07-30,119.46
2025-07-31,120.86
2025-08-01,120.12
2025-08-04,120.68
2025-08-05,122.16
2025-08-06,123.7
2025-08-07,125.5
2025-08-08,128.3
2025-08-11,128.1
2025-08-12,128.2
2025-08-13,128.2
2025-08-14,131.46
2025-08-15,130.58
2025-08-18,129.88
2025-08-19,128.34
2025-08-20,125.72
2025-08-21,121.8
2025-08-22,122.94
2025-08-25,123.42
2025-08-26,122.96
2025-08-27,127.1
2025-08-28,124.32
2025-08-29,125.44
2025-09-01,123.2
2025-09-02,123.36
2025-09-03,124.88
2025-09-04,124.7
2025-09-05,126.0
2025-09-08,129.18
2025-09-09,130.2
2025-09-10,129.66
2025-09-11,129.44
2025-09-12,124.04
2025-09-15,123.56
2025-09-16,124.12
2025-09-17,126.3
2025-09-18,122.88
2025-09-19,119.28
2025-09-22,121.8
2025-09-23,119.34
2025-09-24,123.7
2025-09-25,120.56
2025-09-26,122.78
2025-09-29,125.96
2025-09-30,123.88
2025-10-01,121.1
2025-10-02,121.4
2025-10-03,120.08
2025-10-06,124.02
2025-10-07,125.96
2025-10-08,121.86
2025-10-09,128.68
2025-10-10,125.64
2025-10-13,129.04
2025-10-14,126.56
2025-10-15,125.22
2025-10-16,134.34
2025-10-17,131.52
2025-10-20,133.54
2025-10-21,128.0
2025-10-22,127.3
2025-10-23,127.36
2025-10-24,126.18
2025-10-27,118.5
2025-10-28,122.6
2025-10-29,125.3
2025-10-30,126.7
2025-10-31,123.94
2025-11-01,125.12
2025-11-03,127.0
2025-11-05,125.02
2025-11-06,124.74
2025-11-07,126.52
2025-11-10,126.56
2025-11-11,126.82
2025-11-12,124.7
2025-11-13,125.38
2025-11-14,123.9
2025-11-17,123.02
2025-11-18,127.0
2025-11-19,129.8
2025-11-20,133.38
2025-11-21,132.62
2025-11-24,129.8
2025-11-25,132.34
2025-11-26,131.36
2025-11-27,127.86
2025-11-28,130.96
2025-12-01,131.1
2025-12-02,130.96
2025-12-03,129.96
2025-12-04,128.94
2025-12-05,134.02
2025-12-08,133.02
2025-12-09,137.8
2025-12-10,136.9
2025-12-11,136.36
2025-12-12,136.78
2025-12-15,139.0
2025-12-16,140.48
2025-12-17,140.44
2025-12-18,142.68
2025-12-19,142.2
2025-12-22,143.42
2025-12-23,148.08
2025-12-24,145.72
2025-12-25,147.16
2025-12-26,152.0
2025-12-29,148.7
2025-12-30,149.46
2026-01-05,150.62
2026-01-06,152.64
2026-01-08,149.46
2026-01-09,149.9
2026-01-12,156.52
2026-01-13,156.5
2026-01-14,157.06
2026-01-15,156.4
2026-01-16,156.36
2026-01-19,158.72
2026-01-20,158.84
2026-01-21,162.0
2026-01-22,161.88
2026-01-23,165.36
2026-01-26,166.48
2026-01-27,165.94
2026-01-28,168.3
2026-01-29,170.52
2026-01-30,160.0
2026-02-02,160.44
2026-02-03,162.08
2026-02-04,158.1
2026-02-05,153.04
2026-02-06,156.92
2026-02-09,157.6
2026-02-10,155.96
2026-02-11,161.74
2026-02-12,158.22
2026-02-13,154.7
2026-02-16,155.82
2026-02-17,154.0
2026-02-18,155.08
2026-02-19,153.28
2026-02-20,154.66
2026-02-24,156.42
2026-02-25,160.9
2026-02-26,161.86
2026-02-27,165.2
2026-03-02,161.3
2026-03-03,157.78
2026-03-04,161.4
