date,MOEX
2021-09-29,172.82
2021-09-30,173.76
2021-10-01,170.96
2021-10-04,167.73
2021-10-05,174.0
2021-10-06,173.74
2021-10-07,177.06
2021-10-08,174.9
2021-10-11,176.54
2021-10-12,182.82
2021-10-13,181.36
2021-10-14,181.42
2021-10-15,185.72
2021-10-18,184.09
2021-10-19,180.44
2021-10-20,173.5
2021-10-21,170.68
2021-10-22,171.0
2021-10-25,174.23
2021-10-26,173.43
2021-10-27,173.69
2021-10-28,175.52
2021-10-29,173.35
2021-11-01,174.82
2021-11-02,173.17
2021-11-03,173.9
2021-11-05,172.97
2021-11-08,172.9
2021-11-09,172.9
2021-11-10,170.16
2021-11-11,171.11
2021-11-12,169.64
2021-11-15,171.69
2021-11-16,169.26
2021-11-17,168.49
2021-11-18,165.35
2021-11-19,161.8
2021-11-22,154.35
2021-11-23,159.45
2021-11-24,154.25
2021-11-25,156.33
2021-11-26,150.05
2021-11-29,152.07
2021-11-30,151.15
2021-12-01,157.21
2021-12-02,161.0
2021-12-03,157.8
2021-12-06,156.7
2021-12-07,160.24
2021-12-08,156.5
2021-12-09,154.22
2021-12-10,152.53
2021-12-13,148.15
2021-12-14,148.06
2021-12-15,147.0
2021-12-16,147.75
2021-12-17,147.48
2021-12-20,145.72
2021-12-21,145.3
2021-12-22,146.7
2021-12-23,149.19
2021-12-24,149.53
2021-12-27,151.7
2021-12-28,151.42
2021-12-29,152.57
2021-12-30,153.22
2022-01-03,156.46
2022-01-04,155.95
2022-01-05,148.24
2022-01-06,149.02
2022-01-10,145.3
2022-01-11,150.03
2022-01-12,151.38
2022-01-13,147.65
2022-01-14,144.27
2022-01-17,139.32
2022-01-18,132.0
2022-01-19,138.64
2022-01-20,144.0
2022-01-21,145.98
2022-01-24,143.33
2022-01-25,142.84
2022-01-26,141.22
2022-01-27,144.91
2022-01-28,144.4
2022-01-31,145.05
2022-02-01,145.57
2022-02-02,142.9
2022-02-03,137.69
2022-02-04,141.09
2022-02-07,141.59
2022-02-08,142.05
2022-02-09,142.19
2022-02-10,140.06
2022-02-11,136.2
2022-02-14,134.49
2022-02-15,137.5
2022-02-16,141.89
2022-02-17,137.49
2022-02-18,133.16
2022-02-21,118.78
2022-02-22,115.79
2022-02-24,92.54
2022-02-25,95.51
2022-03-24,100.75
2022-03-25,96.57
2022-03-28,93.5
2022-03-29,88.42
2022-03-30,92.0
2022-03-31,99.5
2022-04-01,111.45
2022-04-04,111.07
2022-04-05,103.65
2022-04-06,102.05
2022-04-07,103.18
2022-04-08,102.29
2022-04-11,100.77
2022-04-12,99.5
2022-04-13,99.32
2022-04-14,93.5
2022-04-15,93.65
2022-04-18,90.85
2022-04-19,89.1
2022-04-20,92.49
2022-04-21,90.52
2022-04-22,90.05
2022-04-25,88.0
2022-04-26,90.8
2022-04-27,93.25
2022-04-28,92.48
2022-04-29,94.79
2022-05-04,90.89
2022-05-05,91.21
2022-05-06,90.27
2022-05-11,89.65
2022-05-12,87.97
2022-05-13,88.3
2022-05-16,89.06
2022-05-17,91.07
2022-05-18,91.07
2022-05-19,90.14
2022-05-20,89.6
2022-05-23,88.5
2022-05-24,88.7
2022-05-25,88.93
2022-05-26,90.25
2022-05-27,90.65
2022-05-30,89.21
2022-05-31,88.0
2022-06-01,87.5
2022-06-02,86.72
2022-06-03,88.7
2022-06-06,86.58
2022-06-07,86.14
2022-06-08,86.35
2022-06-09,85.89
2022-06-10,85.7
2022-06-14,85.51
2022-06-15,85.39
2022-06-16,87.09
2022-06-17,86.05
2022-06-20,88.45
2022-06-21,87.22
2022-06-22,86.58
2022-06-23,87.81
2022-06-24,89.37
2022-06-27,90.25
2022-06-28,87.95
2022-06-29,86.9
2022-06-30,85.77
2022-07-01,85.36
2022-07-04,85.02
2022-07-05,85.26
2022-07-06,85.48
2022-07-07,85.31
2022-07-08,85.2
2022-07-11,84.48
2022-07-12,83.48
2022-07-13,81.55
2022-07-14,81.9
2022-07-15,82.5
2022-07-18,82.92
2022-07-19,82.05
2022-07-20,82.43
2022-07-21,82.37
2022-07-22,84.81
2022-07-25,84.63
2022-07-26,86.7
2022-07-27,86.5
2022-07-28,85.96
2022-07-29,86.2
2022-08-01,84.91
2022-08-02,82.82
2022-08-03,82.82
2022-08-04,83.32
2022-08-05,81.32
2022-08-08,81.88
2022-08-09,82.9
2022-08-10,83.16
2022-08-11,83.81
2022-08-12,85.76
2022-08-15,86.84
2022-08-16,86.38
2022-08-17,85.29
2022-08-18,85.4
2022-08-19,86.77
2022-08-22,88.17
2022-08-23,88.39
2022-08-24,87.93
2022-08-25,88.52
2022-08-26,89.3
2022-08-29,90.5
2022-08-30,89.65
2022-08-31,90.5
2022-09-01,95.96
2022-09-02,95.88
2022-09-05,95.41
2022-09-06,95.8
2022-09-07,94.05
2022-09-08,93.5
2022-09-09,95.24
2022-09-12,96.05
2022-09-13,95.03
2022-09-14,94.18
2022-09-15,95.54
2022-09-16,94.98
2022-09-19,94.8
2022-09-20,88.26
2022-09-21,82.9
2022-09-22,85.08
2022-09-23,83.72
2022-09-26,76.95
2022-09-27,79.89
2022-09-28,78.31
2022-09-29,76.25
2022-09-30,76.96
2022-10-03,79.92
2022-10-04,79.3
2022-10-05,78.5
2022-10-06,77.72
2022-10-07,73.19
2022-10-10,75.6
2022-10-11,76.52
2022-10-12,76.38
2022-10-13,76.99
2022-10-14,76.43
2022-10-17,79.34
2022-10-18,78.61
2022-10-19,79.31
2022-10-20,80.88
2022-10-21,82.49
2022-10-24,83.47
2022-10-25,84.23
2022-10-26,83.67
2022-10-27,84.35
2022-10-28,85.38
2022-10-31,85.8
2022-11-01,84.76
2022-11-02,83.41
2022-11-03,84.92
2022-11-07,87.22
2022-11-08,86.82
2022-11-09,84.88
2022-11-10,86.66
2022-11-11,86.76
2022-11-14,86.53
2022-11-15,85.53
2022-11-16,86.9
2022-11-17,88.23
2022-11-18,88.81
2022-11-21,86.95
2022-11-22,87.8
2022-11-23,87.68
2022-11-24,87.74
2022-11-25,87.6
2022-11-28,86.7
2022-11-29,87.29
2022-11-30,87.25
2022-12-01,87.25
2022-12-02,87.02
2022-12-05,88.43
2022-12-06,88.1
2022-12-07,88.42
2022-12-08,88.18
2022-12-09,88.17
2022-12-12,87.66
2022-12-13,87.68
2022-12-14,85.92
2022-12-15,85.03
2022-12-16,84.95
2022-12-19,85.17
2022-12-20,88.8
2022-12-21,94.05
2022-12-22,93.18
2022-12-23,92.86
2022-12-26,93.85
2022-12-27,94.2
2022-12-28,94.91
2022-12-29,94.88
2022-12-30,95.4
2023-01-03,95.55
2023-01-04,95.8
2023-01-05,95.79
2023-01-06,95.19
2023-01-09,95.53
2023-01-10,94.92
2023-01-11,98.59
2023-01-12,98.25
2023-01-13,98.98
2023-01-16,105.06
2023-01-17,102.78
2023-01-18,103.15
2023-01-19,100.25
2023-01-20,101.19
2023-01-23,101.7
2023-01-24,102.5
2023-01-25,102.55
2023-01-26,103.92
2023-01-27,103.74
2023-01-30,104.18
2023-01-31,107.35
2023-02-01,107.66
2023-02-02,107.97
2023-02-03,107.63
2023-02-06,109.77
2023-02-07,109.1
2023-02-08,108.39
2023-02-09,108.1
2023-02-10,108.2
2023-02-13,108.49
2023-02-14,106.73
2023-02-15,102.88
2023-02-16,104.22
2023-02-17,107.12
2023-02-20,106.6
2023-02-21,109.27
2023-02-22,108.6
2023-02-24,110.49
2023-02-27,115.41
2023-02-28,115.33
2023-03-01,117.1
2023-03-02,115.48
2023-03-03,117.95
2023-03-06,123.87
2023-03-07,123.23
2023-03-09,123.24
2023-03-10,117.0
2023-03-13,113.9
2023-03-14,113.76
2023-03-15,111.38
2023-03-16,111.71
2023-03-17,112.89
2023-03-20,113.88
2023-03-21,112.72
2023-03-22,113.04
2023-03-23,112.26
2023-03-24,112.68
2023-03-27,112.89
2023-03-28,112.47
2023-03-29,112.5
2023-03-30,112.41
2023-03-31,112.55
2023-04-03,113.86
2023-04-04,112.77
2023-04-05,112.58
2023-04-06,112.07
2023-04-07,112.27
2023-04-10,112.14
2023-04-11,111.11
2023-04-12,110.8
2023-04-13,110.65
2023-04-14,111.81
2023-04-17,112.04
2023-04-18,112.17
2023-04-19,110.9
2023-04-20,110.86
2023-04-21,110.97
2023-04-24,110.81
2023-04-25,110.74
2023-04-26,111.09
2023-04-27,110.68
2023-04-28,110.04
2023-05-02,108.37
2023-05-03,106.72
2023-05-04,109.22
2023-05-05,109.65
2023-05-08,108.0
2023-05-10,110.67
2023-05-11,109.55
2023-05-12,109.17
2023-05-15,110.63
2023-05-16,111.99
2023-05-17,112.52
2023-05-18,112.44
2023-05-19,113.82
2023-05-22,115.17
2023-05-23,114.02
2023-05-24,113.3
2023-05-25,113.53
2023-05-26,114.3
2023-05-29,115.61
2023-05-30,114.41
2023-05-31,116.32
2023-06-01,115.59
2023-06-02,120.88
2023-06-05,119.98
2023-06-06,121.53
2023-06-07,122.45
2023-06-08,123.0
2023-06-09,126.2
2023-06-13,126.88
2023-06-14,128.3
2023-06-15,124.26
2023-06-16,124.06
2023-06-19,123.53
2023-06-20,123.76
2023-06-21,124.46
2023-06-22,123.1
2023-06-23,120.72
2023-06-26,120.89
2023-06-27,122.68
2023-06-28,123.5
2023-06-29,124.39
2023-06-30,123.06
2023-07-03,122.19
2023-07-04,121.07
2023-07-05,122.36
2023-07-06,123.17
2023-07-07,122.74
2023-07-10,124.2
2023-07-11,124.26
2023-07-12,125.71
2023-07-13,125.19
2023-07-14,125.7
2023-07-17,126.68
2023-07-18,128.39
2023-07-19,127.05
2023-07-20,124.7
2023-07-21,126.12
2023-07-24,125.89
2023-07-25,130.22
2023-07-26,131.7
2023-07-27,131.15
2023-07-28,131.16
2023-07-31,134.0
2023-08-01,135.55
2023-08-02,134.8
2023-08-03,134.28
2023-08-04,131.55
2023-08-07,130.47
2023-08-08,132.01
2023-08-09,132.0
2023-08-10,136.0
2023-08-11,135.46
2023-08-14,134.04
2023-08-15,140.2
2023-08-16,139.7
2023-08-17,145.87
2023-08-18,153.81
2023-08-21,153.15
2023-08-22,156.46
2023-08-23,150.83
2023-08-24,153.91
2023-08-25,155.2
2023-08-28,160.65
2023-08-29,162.45
2023-08-30,169.74
2023-08-31,172.25
2023-09-01,170.42
2023-09-04,171.11
2023-09-05,170.03
2023-09-06,171.3
2023-09-07,169.22
2023-09-08,167.98
2023-09-11,167.65
2023-09-12,171.35
2023-09-13,169.72
2023-09-14,169.89
2023-09-15,177.05
2023-09-18,175.34
2023-09-19,172.5
2023-09-20,171.69
2023-09-21,173.06
2023-09-22,182.07
2023-09-25,181.17
2023-09-26,182.94
2023-09-27,183.27
2023-09-28,178.69
2023-09-29,179.03
2023-10-02,181.87
2023-10-03,182.12
2023-10-04,181.05
2023-10-05,182.84
2023-10-06,182.59
2023-10-09,181.01
2023-10-10,182.76
2023-10-11,179.2
2023-10-12,186.55
2023-10-13,185.6
2023-10-16,188.37
2023-10-17,190.69
2023-10-18,190.21
2023-10-19,190.4
2023-10-20,189.18
2023-10-23,186.78
2023-10-24,188.65
2023-10-25,187.6
2023-10-26,188.15
2023-10-27,191.5
2023-10-30,191.59
2023-10-31,189.71
2023-11-01,192.89
2023-11-02,199.55
2023-11-03,203.93
2023-11-06,205.49
2023-11-07,205.34
2023-11-08,204.05
2023-11-09,205.11
2023-11-10,211.1
2023-11-13,202.49
2023-11-14,198.41
2023-11-15,202.79
2023-11-16,202.13
2023-11-17,201.84
2023-11-20,201.92
2023-11-21,205.63
2023-11-22,206.9
2023-11-23,205.46
2023-11-24,205.38
2023-11-27,208.22
2023-11-28,201.71
2023-11-29,201.47
2023-11-30,199.69
2023-12-01,198.9
2023-12-04,200.05
2023-12-05,202.88
2023-12-06,198.22
2023-12-07,197.13
2023-12-08,198.47
2023-12-11,189.79
2023-12-12,186.14
2023-12-13,187.76
2023-12-14,192.4
2023-12-15,194.6
2023-12-18,201.86
2023-12-19,200.4
2023-12-20,199.91
2023-12-21,192.9
2023-12-22,194.0
2023-12-25,192.61
2023-12-26,191.9
2023-12-27,190.0
2023-12-28,189.31
2023-12-29,189.57
2024-01-03,195.4
2024-01-04,193.84
2024-01-05,193.08
2024-01-08,193.69
2024-01-09,194.43
2024-01-10,193.18
2024-01-11,192.9
2024-01-12,192.8
2024-01-15,194.45
2024-01-16,192.05
2024-01-17,192.9
2024-01-18,193.73
2024-01-19,192.91
2024-01-22,199.21
2024-01-23,198.03
2024-01-24,198.83
2024-01-25,197.52
2024-01-26,198.21
2024-01-29,204.91
2024-01-30,203.48
2024-01-31,202.82
2024-02-01,205.0
2024-02-02,202.1
2024-02-05,200.5
2024-02-06,200.95
2024-02-07,202.75
2024-02-08,198.17
2024-02-09,198.99
2024-02-12,199.01
2024-02-13,200.14
2024-02-14,198.46
2024-02-15,198.1
2024-02-16,195.97
2024-02-19,196.6
2024-02-20,189.2
2024-02-21,190.01
2024-02-22,190.9
2024-02-26,197.5
2024-02-27,199.36
2024-02-28,199.47
2024-02-29,199.59
2024-03-01,199.31
2024-03-04,200.97
2024-03-05,206.99
2024-03-06,205.6
2024-03-07,209.0
2024-03-11,208.79
2024-03-12,208.6
2024-03-13,208.0
2024-03-14,207.45
2024-03-15,210.75
2024-03-18,209.25
2024-03-19,208.41
2024-03-20,213.25
2024-03-21,212.85
2024-03-22,212.18
2024-03-25,213.97
2024-03-26,215.33
2024-03-27,219.99
2024-03-28,218.54
2024-03-29,222.72
2024-04-01,225.0
2024-04-02,229.78
2024-04-03,229.17
2024-04-04,226.7
2024-04-05,230.71
2024-04-08,230.4
2024-04-09,230.5
2024-04-10,228.92
2024-04-11,226.94
2024-04-12,230.33
2024-04-15,230.11
2024-04-16,228.96
2024-04-17,228.76
2024-04-18,228.46
2024-04-19,227.94
2024-04-22,227.47
2024-04-23,225.18
2024-04-24,224.83
2024-04-25,227.31
2024-04-26,230.0
2024-04-27,232.09
2024-04-29,234.99
2024-04-30,236.2
2024-05-02,235.07
2024-05-03,235.21
2024-05-06,229.36
2024-05-07,232.73
2024-05-08,230.91
2024-05-10,233.18
2024-05-13,231.72
2024-05-14,232.55
2024-05-15,232.7
2024-05-16,236.59
2024-05-17,237.95
2024-05-20,236.51
2024-05-21,238.06
2024-05-22,237.53
2024-05-23,237.0
2024-05-24,237.0
2024-05-27,236.93
2024-05-28,239.69
2024-05-29,245.6
2024-05-30,244.14
2024-05-31,239.66
2024-06-03,239.67
2024-06-04,249.54
2024-06-05,248.99
2024-06-06,249.19
2024-06-07,248.37
2024-06-10,247.41
2024-06-11,251.94
2024-06-13,249.46
2024-06-14,240.1
2024-06-17,235.5
2024-06-18,230.1
2024-06-19,229.81
2024-06-20,231.21
2024-06-21,225.0
2024-06-24,220.19
2024-06-25,226.19
2024-06-26,228.28
2024-06-27,228.3
2024-06-28,229.1
2024-07-01,232.2
2024-07-02,238.3
2024-07-03,234.65
2024-07-04,235.79
2024-07-05,235.7
2024-07-08,232.22
2024-07-09,228.21
2024-07-10,221.84
2024-07-11,229.75
2024-07-12,227.88
2024-07-15,225.45
2024-07-16,226.19
2024-07-17,227.66
2024-07-18,228.72
2024-07-19,232.97
2024-07-22,235.77
2024-07-23,231.85
2024-07-24,232.32
2024-07-25,232.16
2024-07-26,239.36
2024-07-29,234.94
2024-07-30,233.12
2024-07-31,231.71
2024-08-01,229.6
2024-08-02,230.25
2024-08-05,223.13
2024-08-06,225.76
2024-08-07,226.63
2024-08-08,227.29
2024-08-09,226.56
2024-08-12,228.43
2024-08-13,226.45
2024-08-14,223.54
2024-08-15,223.79
2024-08-16,221.16
2024-08-19,214.47
2024-08-20,210.89
2024-08-21,209.99
2024-08-22,209.95
2024-08-23,205.99
2024-08-26,214.65
2024-08-27,210.0
2024-08-28,209.7
2024-08-29,207.68
2024-08-30,202.0
2024-09-02,192.1
2024-09-03,193.25
2024-09-04,200.38
2024-09-05,197.37
2024-09-06,198.89
2024-09-09,209.4
2024-09-10,206.25
2024-09-11,204.88
2024-09-12,204.56
2024-09-13,208.7
2024-09-16,215.18
2024-09-17,215.55
2024-09-18,210.07
2024-09-19,211.5
2024-09-20,214.14
2024-09-23,218.34
2024-09-24,216.41
2024-09-25,216.64
2024-09-26,213.21
2024-09-27,218.46
2024-09-30,217.26
2024-10-01,215.15
2024-10-02,212.62
2024-10-03,211.39
2024-10-04,212.12
2024-10-07,210.43
2024-10-08,212.26
2024-10-09,212.34
2024-10-10,211.27
2024-10-11,206.18
2024-10-14,209.05
2024-10-15,210.01
2024-10-16,209.92
2024-10-17,206.41
2024-10-18,205.3
2024-10-21,204.71
2024-10-22,203.47
2024-10-23,200.34
2024-10-24,201.95
2024-10-25,200.11
2024-10-28,194.9
2024-10-29,194.88
2024-10-30,191.8
2024-10-31,187.66
2024-11-01,187.18
2024-11-02,189.32
2024-11-05,191.24
2024-11-06,196.21
2024-11-07,203.25
2024-11-08,210.5
2024-11-11,216.82
2024-11-12,210.89
2024-11-13,206.75
2024-11-14,207.0
2024-11-15,209.18
2024-11-18,205.35
2024-11-19,199.08
2024-11-20,197.45
2024-11-21,198.48
2024-11-22,199.01
2024-11-25,190.28
2024-11-26,188.39
2024-11-27,187.45
2024-11-28,183.88
2024-11-29,184.88
2024-12-02,191.76
2024-12-03,183.72
2024-12-04,179.9
2024-12-05,181.18
2024-12-06,178.2
2024-12-09,183.89
2024-12-10,179.08
2024-12-11,180.3
2024-12-12,175.71
2024-12-13,176.01
2024-12-16,171.64
2024-12-17,172.0
2024-12-18,175.47
2024-12-19,179.2
2024-12-20,188.5
2024-12-23,189.67
2024-12-24,186.09
2024-12-25,196.61
2024-12-26,194.08
2024-12-27,192.45
2024-12-28,192.61
2024-12-30,199.22
2025-01-03,194.83
2025-01-06,195.0
2025-01-08,197.7
2025-01-09,191.72
2025-01-10,197.39
2025-01-13,200.54
2025-01-14,206.38
2025-01-15,207.09
2025-01-16,206.68
2025-01-17,207.4
2025-01-20,205.13
2025-01-21,206.46
2025-01-22,206.48
2025-01-23,206.34
2025-01-24,211.25
2025-01-27,206.73
2025-01-28,208.27
2025-01-29,205.13
2025-01-30,204.85
2025-01-31,205.01
2025-02-03,204.27
2025-02-04,200.08
2025-02-05,205.39
2025-02-06,204.12
2025-02-07,203.99
2025-02-10,206.1
2025-02-11,213.87
2025-02-12,226.61
2025-02-13,234.7
2025-02-14,229.95
2025-02-17,237.54
2025-02-18,237.98
2025-02-19,239.79
2025-02-20,238.79
2025-02-21,234.09
2025-02-24,234.3
2025-02-25,232.01
2025-02-26,224.0
2025-02-27,217.2
2025-02-28,219.2
2025-03-03,223.3
2025-03-04,224.46
2025-03-05,219.7
2025-03-06,216.27
2025-03-07,212.21
2025-03-10,209.86
2025-03-11,211.86
2025-03-12,211.6
2025-03-13,208.55
2025-03-14,212.48
2025-03-17,216.99
2025-03-18,214.0
2025-03-19,216.46
2025-03-20,215.24
2025-03-21,213.09
2025-03-24,209.5
2025-03-25,210.56
2025-03-26,207.53
2025-03-27,202.4
2025-03-28,198.74
2025-03-31,199.55
2025-04-01,193.69
2025-04-02,202.34
2025-04-03,200.49
2025-04-04,194.9
2025-04-07,192.95
2025-04-08,191.01
2025-04-09,195.3
2025-04-10,190.75
2025-04-11,193.72
2025-04-14,193.18
2025-04-15,191.81
2025-04-16,194.47
2025-04-17,195.25
2025-04-18,191.61
2025-04-21,197.45
2025-04-22,206.39
2025-04-23,205.01
2025-04-24,209.57
2025-04-25,208.02
2025-04-28,203.68
2025-04-29,199.6
2025-04-30,199.17
2025-05-02,192.68
2025-05-05,194.15
2025-05-06,197.87
2025-05-07,199.29
2025-05-08,198.93
2025-05-12,204.0
2025-05-13,201.97
2025-05-14,198.32
2025-05-15,198.88
2025-05-16,196.3
2025-05-19,197.48
2025-05-20,196.5
2025-05-21,192.86
2025-05-22,188.65
2025-05-23,188.59
2025-05-26,184.84
2025-05-27,185.17
2025-05-28,188.14
2025-05-29,185.14
2025-05-30,188.66
2025-06-02,187.55
2025-06-03,192.03
2025-06-04,190.82
2025-06-05,191.78
2025-06-06,189.37
2025-06-09,188.94
2025-06-10,186.85
2025-06-11,188.98
2025-06-13,189.18
2025-06-16,186.86
2025-06-17,187.97
2025-06-18,190.42
2025-06-19,191.6
2025-06-20,190.7
2025-06-23,190.65
2025-06-24,195.7
2025-06-25,198.74
2025-06-26,197.18
2025-06-27,199.01
2025-06-30,200.7
2025-07-01,200.61
2025-07-02,201.2
2025-07-03,199.11
2025-07-04,198.28
2025-07-07,193.75
2025-07-08,192.19
2025-07-09,193.14
2025-07-10,172.73
2025-07-11,169.23
2025-07-14,172.57
2025-07-15,171.01
2025-07-16,172.07
2025-07-17,170.18
2025-07-18,173.99
2025-07-21,177.47
2025-07-22,179.57
2025-07-23,178.67
2025-07-24,179.0
2025-07-25,177.9
2025-07-28,174.95
2025-07-29,175.77
2025-07-30,174.19
2025-07-31,174.3
2025-08-01,174.3
2025-08-04,176.65
2025-08-05,176.67
2025-08-06,178.63
2025-08-07,180.43
2025-08-08,182.88
2025-08-11,183.49
2025-08-12,184.5
2025-08-13,184.4
2025-08-14,186.73
2025-08-15,187.66
2025-08-18,186.35
2025-08-19,186.28
2025-08-20,185.29
2025-08-21,181.75
2025-08-22,184.18
2025-08-25,182.2
2025-08-26,181.76
2025-08-27,181.93
2025-08-28,180.09
2025-08-29,179.0
2025-09-01,177.59
2025-09-02,176.3
2025-09-03,176.07
2025-09-04,175.94
2025-09-05,175.45
2025-09-08,177.81
2025-09-09,178.69
2025-09-10,176.52
2025-09-11,175.42
2025-09-12,172.78
2025-09-15,172.31
2025-09-16,171.07
2025-09-17,170.92
2025-09-18,170.85
2025-09-19,169.72
2025-09-22,170.29
2025-09-23,167.67
2025-09-24,169.27
2025-09-25,168.08
2025-09-26,168.82
2025-09-29,165.91
2025-09-30,164.52
2025-10-01,162.8
2025-10-02,161.94
2025-10-03,159.32
2025-10-06,161.6
2025-10-07,163.23
2025-10-08,158.31
2025-10-09,158.78
2025-10-10,156.73
2025-10-13,156.76
2025-10-14,156.31
2025-10-15,155.38
2025-10-16,167.07
2025-10-17,167.92
2025-10-20,173.52
2025-10-21,168.55
2025-10-22,168.18
2025-10-23,167.64
2025-10-24,165.74
2025-10-27,162.97
2025-10-28,161.35
2025-10-29,160.5
2025-10-30,163.35
2025-10-31,161.43
2025-11-01,160.89
2025-11-03,162.0
2025-11-05,160.33
2025-11-06,160.48
2025-11-07,162.2
2025-11-10,163.51
2025-11-11,164.6
2025-11-12,163.57
2025-11-13,163.41
2025-11-14,162.68
2025-11-17,159.95
2025-11-18,161.72
2025-11-19,168.6
2025-11-20,172.13
2025-11-21,172.1
2025-11-24,173.74
2025-11-25,175.62
2025-11-26,173.21
2025-11-27,167.88
2025-11-28,171.15
2025-12-01,171.21
2025-12-02,170.28
2025-12-03,170.57
2025-12-04,170.02
2025-12-05,173.69
2025-12-08,172.9
2025-12-09,174.79
2025-12-10,177.18
2025-12-11,180.14
2025-12-12,175.39
2025-12-15,178.96
2025-12-16,179.98
2025-12-17,179.55
2025-12-18,178.5
2025-12-19,177.55
2025-12-22,174.85
2025-12-23,176.58
2025-12-24,176.48
2025-12-25,173.64
2025-12-26,176.91
2025-12-29,175.18
2025-12-30,173.3
2026-01-05,171.92
2026-01-06,172.07
2026-01-08,171.36
2026-01-09,173.51
2026-01-12,173.02
2026-01-13,170.86
2026-01-14,171.81
2026-01-15,173.13
2026-01-16,176.1
2026-01-19,176.98
2026-01-20,179.85
2026-01-21,181.68
2026-01-22,180.21
2026-01-23,181.45
2026-01-26,179.84
2026-01-27,185.08
2026-01-28,183.56
2026-01-29,184.89
2026-01-30,181.98
2026-02-02,182.42
2026-02-03,187.49
2026-02-04,182.6
2026-02-05,181.24
2026-02-06,179.17
2026-02-09,178.3
2026-02-10,178.57
2026-02-11,179.48
2026-02-12,180.78
2026-02-13,182.79
2026-02-16,181.05
2026-02-17,181.11
2026-02-18,180.36
2026-02-19,181.19
2026-02-20,181.22
2026-02-24,183.03
2026-02-25,184.5
2026-02-26,183.25
2026-02-27,183.96
2026-03-02,180.77
2026-03-03,179.21
2026-03-04,178.73
2026-03-05,176.7
2026-03-06,176.3
2026-03-09,176.82
2026-03-10,177.0
2026-03-11,173.81
2026-03-12,174.14
2026-03-13,174.57
2026-03-16,174.52
2026-03-17,175.4
2026-03-18,174.99
2026-03-19,174.08
2026-03-20,175.05
2026-03-23,174.52
2026-03-24,173.46
2026-03-25,173.15
2026-03-26,172.38
2026-03-27,170.76
2026-03-30,169.75
2026-03-31,169.8
2026-04-01,169.34
2026-04-02,168.19
2026-04-03,167.74
2026-04-06,170.67
2026-04-07,170.7
2026-04-08,170.86
2026-04-09,169.63
2026-04-10,168.22
2026-04-13,168.3
2026-04-14,169.74
2026-04-15,171.34
2026-04-16,172.09
2026-04-17,171.86
2026-04-20,171.19
2026-04-21,175.05
2026-04-22,174.14
2026-04-23,176.47
2026-04-24,173.39
2026-04-27,172.02
2026-04-28,170.0
2026-04-29,169.11
2026-04-30,167.54
2026-05-04,167.17
2026-05-05,169.01
2026-05-06,167.11
2026-05-07,167.87
2026-05-08,168.62
2026-05-11,170.74
2026-05-12,173.25
2026-05-13,173.16
2026-05-14,170.37
2026-05-15,168.8
2026-05-18,172.32
2026-05-19,174.4
2026-05-20,173.18
2026-05-21,175.57
2026-05-22,174.47
2026-05-25,172.79
2026-05-26,173.0
2026-05-27,175.11
2026-05-28,175.12
2026-05-29,174.82
2026-06-01,178.77
2026-06-02,180.01
2026-06-03,177.65
2026-06-04,177.72
2026-06-05,176.74
2026-06-08,174.36
2026-06-09,174.69
2026-06-10,174.85
2026-06-11,174.21
2026-06-15,178.22
2026-06-16,174.74
2026-06-17,172.35
2026-06-18,171.38
2026-06-19,170.53
2026-06-22,163.29
2026-06-23,164.85
2026-06-24,160.99
2026-06-25,160.69
2026-06-26,163.85
2026-06-29,167.95
2026-06-30,167.89
2026-07-01,170.5
2026-07-02,167.26
2026-07-03,169.3
2026-07-06,165.35
2026-07-07,160.15
2026-07-08,163.8
2026-07-09,147.75
2026-07-10,145.83
2026-07-13,146.18
2026-07-14,143.4
2026-07-15,137.9
2026-07-16,134.05
2026-07-17,134.4
2026-07-20,145.59
2026-07-21,145.03
2026-07-22,146.05
2026-07-23,146.82
2026-07-24,156.4
2026-07-27,156.52
2026-07-28,155.62
2026-07-29,156.64
2026-07-30,156.34
2026-07-31,157.71
2026-08-03,161.55
2026-08-04,160.62
2026-08-05,161.9
2026-08-06,160.14
2026-08-07,158.22
2026-08-10,161.73
2026-08-11,160.4
2026-08-12,157.92
2026-08-13,153.15
2026-08-14,153.95
2026-08-17,150.46
2026-08-18,154.4
2026-08-19,155.56
2026-08-20,152.79
2026-08-21,153.26
2026-08-24,151.19
2026-08-25,154.31
2026-08-26,151.69
2026-08-27,152.24
2026-08-28,150.88
2026-08-31,153.26
2026-09-01,151.92
2026-09-02,152.72
2026-09-03,156.39
2026-09-04,155.7
2026-09-07,154.21
2026-09-08,152.68
2026-09-09,150.01
2026-09-10,151.5
2026-09-11,151.52
2026-09-14,152.2
2026-09-15,152.19
2026-09-16,150.67
2026-09-17,146.7
