date,GAZP
2017-03-07,132.89
2017-03-09,129.0
2017-03-10,128.78
2017-03-13,129.93
2017-03-14,128.8
2017-03-15,127.6
2017-03-16,128.05
2017-03-17,128.94
2017-03-20,128.79
2017-03-21,129.3
2017-03-22,131.65
2017-03-23,130.99
2017-03-24,130.05
2017-03-27,128.8
2017-03-28,129.2
2017-03-29,128.81
2017-03-30,128.49
2017-03-31,127.9
2017-04-03,127.21
2017-04-04,128.81
2017-04-05,130.69
2017-04-06,130.5
2017-04-07,128.72
2017-04-10,126.16
2017-04-11,126.0
2017-04-12,125.05
2017-04-13,124.54
2017-04-14,122.85
2017-04-17,123.7
2017-04-18,122.22
2017-04-19,121.55
2017-04-20,121.99
2017-04-21,123.0
2017-04-24,128.0
2017-04-25,130.2
2017-04-26,133.43
2017-04-27,133.41
2017-04-28,136.75
2017-05-02,136.52
2017-05-03,135.81
2017-05-04,134.93
2017-05-05,134.41
2017-05-10,134.19
2017-05-11,131.1
2017-05-12,132.5
2017-05-15,131.5
2017-05-16,131.13
2017-05-17,132.07
2017-05-18,126.9
2017-05-19,124.19
2017-05-22,122.52
2017-05-23,123.23
2017-05-24,122.0
2017-05-25,121.61
2017-05-26,122.2
2017-05-29,123.11
2017-05-30,122.1
2017-05-31,120.28
2017-06-01,118.0
2017-06-02,119.69
2017-06-05,119.0
2017-06-06,119.05
2017-06-07,118.92
2017-06-08,119.3
2017-06-09,120.5
2017-06-13,118.15
2017-06-14,115.35
2017-06-15,115.49
2017-06-16,116.02
2017-06-19,117.33
2017-06-20,117.44
2017-06-21,117.97
2017-06-22,119.55
2017-06-23,119.1
2017-06-26,118.67
2017-06-27,119.35
2017-06-28,119.7
2017-06-29,119.16
2017-06-30,118.49
2017-07-03,119.86
2017-07-04,122.73
2017-07-05,122.7
2017-07-06,122.68
2017-07-07,123.0
2017-07-10,124.25
2017-07-11,124.78
2017-07-12,124.87
2017-07-13,125.55
2017-07-14,125.0
2017-07-17,125.14
2017-07-18,124.49
2017-07-19,120.11
2017-07-20,120.6
2017-07-21,118.95
2017-07-24,119.17
2017-07-25,118.4
2017-07-26,119.0
2017-07-27,118.68
2017-07-28,116.9
2017-07-31,116.1
2017-08-01,117.99
2017-08-02,119.09
2017-08-03,119.58
2017-08-04,119.45
2017-08-07,119.5
2017-08-08,119.67
2017-08-09,118.68
2017-08-10,118.05
2017-08-11,116.93
2017-08-14,117.4
2017-08-15,117.59
2017-08-16,116.75
2017-08-17,116.22
2017-08-18,116.0
2017-08-21,115.92
2017-08-22,116.0
2017-08-23,115.75
2017-08-24,116.56
2017-08-25,117.85
2017-08-28,118.75
2017-08-29,118.3
2017-08-30,118.2
2017-08-31,117.97
2017-09-01,117.4
2017-09-04,117.0
2017-09-05,116.0
2017-09-06,117.14
2017-09-07,117.95
2017-09-08,120.34
2017-09-11,121.0
2017-09-12,121.99
2017-09-13,123.55
2017-09-14,123.33
2017-09-15,122.5
2017-09-18,122.72
2017-09-19,121.75
2017-09-20,122.25
2017-09-21,122.34
2017-09-22,121.95
2017-09-25,123.03
2017-09-26,123.03
2017-09-27,123.36
2017-09-28,122.5
2017-09-29,122.2
2017-10-02,121.9
2017-10-03,120.78
2017-10-04,121.76
2017-10-05,123.5
2017-10-06,123.47
2017-10-09,124.81
2017-10-10,124.44
2017-10-11,126.0
2017-10-12,125.93
2017-10-13,126.86
2017-10-16,127.17
2017-10-17,125.15
2017-10-18,126.7
2017-10-19,125.5
2017-10-20,126.7
2017-10-23,126.8
2017-10-24,126.02
2017-10-25,125.0
2017-10-26,124.2
2017-10-27,125.94
2017-10-30,125.98
2017-10-31,125.9
2017-11-01,126.5
2017-11-02,125.67
2017-11-03,125.9
2017-11-07,132.28
2017-11-08,132.3
2017-11-09,131.5
2017-11-10,132.5
2017-11-13,133.32
2017-11-14,132.93
2017-11-15,131.21
2017-11-16,129.2
2017-11-17,129.65
2017-11-20,129.96
2017-11-21,132.49
2017-11-22,132.57
2017-11-23,131.6
2017-11-24,133.57
2017-11-27,133.5
2017-11-28,135.18
2017-11-29,133.55
2017-11-30,132.15
2017-12-01,133.02
2017-12-04,133.77
2017-12-05,133.65
2017-12-06,134.0
2017-12-07,133.02
2017-12-08,132.6
2017-12-11,134.65
2017-12-12,135.5
2017-12-13,135.56
2017-12-14,135.91
2017-12-15,135.5
2017-12-18,134.25
2017-12-19,133.96
2017-12-20,132.5
2017-12-21,131.7
2017-12-22,132.42
2017-12-25,131.96
2017-12-26,131.2
2017-12-27,130.99
2017-12-28,130.53
2017-12-29,130.5
2018-01-03,132.2
2018-01-04,135.89
2018-01-05,137.12
2018-01-09,140.0
2018-01-10,143.43
2018-01-11,144.58
2018-01-12,143.99
2018-01-15,142.99
2018-01-16,145.29
2018-01-17,148.7
2018-01-18,150.35
2018-01-19,149.13
2018-01-22,150.3
2018-01-23,148.8
2018-01-24,149.7
2018-01-25,149.8
2018-01-26,147.19
2018-01-29,144.75
2018-01-30,143.5
2018-01-31,143.36
2018-02-01,145.39
2018-02-02,144.0
2018-02-05,144.53
2018-02-06,141.59
2018-02-07,141.0
2018-02-08,137.2
2018-02-09,135.56
2018-02-12,137.3
2018-02-13,139.85
2018-02-14,138.89
2018-02-15,137.06
2018-02-16,137.06
2018-02-19,138.31
2018-02-20,141.32
2018-02-21,144.0
2018-02-22,145.97
2018-02-26,147.0
2018-02-27,146.5
2018-02-28,143.16
2018-03-01,140.1
2018-03-02,138.57
2018-03-05,141.6
2018-03-06,140.59
2018-03-07,138.56
2018-03-09,139.81
2018-03-12,141.35
2018-03-13,142.75
2018-03-14,138.8
2018-03-15,138.25
2018-03-16,141.0
2018-03-19,139.91
2018-03-20,142.45
2018-03-21,141.51
2018-03-22,139.5
2018-03-23,142.0
2018-03-26,138.27
2018-03-27,140.8
2018-03-28,140.47
2018-03-29,142.8
2018-03-30,142.33
2018-04-02,140.32
2018-04-03,141.13
2018-04-04,140.18
2018-04-05,140.5
2018-04-06,141.5
2018-04-09,135.01
2018-04-10,141.8
2018-04-11,145.27
2018-04-12,145.99
2018-04-13,142.58
2018-04-16,141.5
2018-04-17,142.4
2018-04-18,144.75
2018-04-19,143.4
2018-04-20,144.4
2018-04-23,143.99
2018-04-24,144.14
2018-04-25,142.7
2018-04-26,145.48
2018-04-27,144.5
2018-04-28,144.3
2018-04-30,145.93
2018-05-02,144.94
2018-05-03,142.7
2018-05-04,143.73
2018-05-07,144.05
2018-05-08,145.48
2018-05-10,146.38
2018-05-11,150.7
2018-05-14,150.98
2018-05-15,149.2
2018-05-16,148.59
2018-05-17,147.15
2018-05-18,145.65
2018-05-21,146.76
2018-05-22,146.5
2018-05-23,146.06
2018-05-24,145.27
2018-05-25,145.09
2018-05-28,145.09
2018-05-29,143.9
2018-05-30,143.26
2018-05-31,145.0
2018-06-01,144.0
2018-06-04,146.44
2018-06-05,146.0
2018-06-06,146.9
2018-06-07,146.05
2018-06-08,143.05
2018-06-09,144.08
2018-06-11,142.28
2018-06-13,141.0
2018-06-14,139.4
2018-06-15,137.73
2018-06-18,136.52
2018-06-19,135.5
2018-06-20,136.91
2018-06-21,134.4
2018-06-22,136.76
2018-06-25,137.1
2018-06-26,138.07
2018-06-27,139.0
2018-06-28,138.76
2018-06-29,141.01
2018-07-02,144.0
2018-07-03,142.49
2018-07-04,142.24
2018-07-05,145.55
2018-07-06,144.96
2018-07-09,148.0
2018-07-10,147.3
2018-07-11,144.77
2018-07-12,145.08
2018-07-13,146.87
2018-07-16,147.0
2018-07-17,145.31
2018-07-18,138.29
2018-07-19,137.58
2018-07-20,136.47
2018-07-23,138.37
2018-07-24,138.85
2018-07-25,138.21
2018-07-26,138.18
2018-07-27,137.99
2018-07-30,138.9
2018-07-31,143.79
2018-08-01,142.14
2018-08-02,140.36
2018-08-03,142.39
2018-08-06,141.34
2018-08-07,142.74
2018-08-08,144.1
2018-08-09,145.2
2018-08-10,144.8
2018-08-13,142.9
2018-08-14,141.24
2018-08-15,141.5
2018-08-16,140.88
2018-08-17,141.01
2018-08-20,141.51
2018-08-21,143.3
2018-08-22,144.16
2018-08-23,141.5
2018-08-24,143.6
2018-08-27,144.52
2018-08-28,145.6
2018-08-29,147.88
2018-08-30,145.98
2018-08-31,149.95
2018-09-03,148.73
2018-09-04,147.4
2018-09-05,147.06
2018-09-06,147.06
2018-09-07,148.8
2018-09-10,150.75
2018-09-11,152.36
2018-09-12,155.05
2018-09-13,153.5
2018-09-14,152.15
2018-09-17,155.46
2018-09-18,157.08
2018-09-19,157.39
2018-09-20,154.35
2018-09-21,158.64
2018-09-24,159.0
2018-09-25,160.84
2018-09-26,159.27
2018-09-27,161.8
2018-09-28,162.61
2018-10-01,161.89
2018-10-02,162.59
2018-10-03,169.47
2018-10-04,168.5
2018-10-05,170.5
2018-10-08,171.81
2018-10-09,172.11
2018-10-10,166.2
2018-10-11,161.92
2018-10-12,167.0
2018-10-15,164.0
2018-10-16,165.99
2018-10-17,164.56
2018-10-18,160.18
2018-10-19,161.32
2018-10-22,155.7
2018-10-23,153.61
2018-10-24,154.7
2018-10-25,155.65
2018-10-26,152.5
2018-10-29,152.52
2018-10-30,151.3
2018-10-31,155.47
2018-11-01,153.5
2018-11-02,153.71
2018-11-06,156.0
2018-11-07,157.85
2018-11-08,157.51
2018-11-09,153.19
2018-11-12,150.89
2018-11-13,148.83
2018-11-14,151.85
2018-11-15,154.14
2018-11-16,153.16
2018-11-19,154.1
2018-11-20,151.51
2018-11-21,152.4
2018-11-22,153.91
2018-11-23,151.79
2018-11-26,149.53
2018-11-27,153.8
2018-11-28,165.58
2018-11-29,164.99
2018-11-30,161.29
2018-12-03,165.4
2018-12-04,164.2
2018-12-05,164.57
2018-12-06,160.62
2018-12-07,163.0
2018-12-10,161.0
2018-12-11,158.6
2018-12-12,155.79
2018-12-13,156.49
2018-12-14,155.4
2018-12-17,153.53
2018-12-18,151.89
2018-12-19,152.98
2018-12-20,152.27
2018-12-21,151.12
2018-12-24,149.73
2018-12-25,147.01
2018-12-26,148.41
2018-12-27,150.68
2018-12-28,153.0
2018-12-29,153.5
2019-01-03,156.28
2019-01-04,159.15
2019-01-08,158.26
2019-01-09,160.24
2019-01-10,160.2
2019-01-11,161.0
2019-01-14,160.48
2019-01-15,158.15
2019-01-16,156.9
2019-01-17,157.1
2019-01-18,159.2
2019-01-21,158.3
2019-01-22,158.5
2019-01-23,159.9
2019-01-24,160.9
2019-01-25,162.82
2019-01-28,160.56
2019-01-29,162.95
2019-01-30,165.4
2019-01-31,162.82
2019-02-01,163.33
2019-02-04,163.2
2019-02-05,164.25
2019-02-06,163.21
2019-02-07,160.39
2019-02-08,159.8
2019-02-11,161.29
2019-02-12,163.68
2019-02-13,159.27
2019-02-14,155.15
2019-02-15,159.04
2019-02-18,156.43
2019-02-19,154.03
2019-02-20,154.43
2019-02-21,153.5
2019-02-22,154.64
2019-02-25,154.6
2019-02-26,155.36
2019-02-27,156.4
2019-02-28,158.99
2019-03-01,156.71
2019-03-04,154.4
2019-03-05,153.2
2019-03-06,154.2
2019-03-07,151.9
2019-03-11,151.6
2019-03-12,151.64
2019-03-13,153.3
2019-03-14,152.68
2019-03-15,154.56
2019-03-18,155.84
2019-03-19,155.5
2019-03-20,156.09
2019-03-21,155.33
2019-03-22,152.29
2019-03-25,152.29
2019-03-26,151.12
2019-03-27,149.49
2019-03-28,149.98
2019-03-29,149.61
2019-04-01,154.53
2019-04-02,155.0
2019-04-03,156.99
2019-04-04,158.89
2019-04-05,158.6
2019-04-08,160.5
2019-04-09,162.7
2019-04-10,162.88
2019-04-11,158.04
2019-04-12,159.12
2019-04-15,158.33
2019-04-16,162.24
2019-04-17,164.0
2019-04-18,161.79
2019-04-19,162.57
2019-04-22,163.5
2019-04-23,162.42
2019-04-24,160.57
2019-04-25,159.31
2019-04-26,161.0
2019-04-29,163.93
2019-04-30,163.95
2019-05-02,165.71
2019-05-03,166.31
2019-05-06,165.45
2019-05-07,164.21
2019-05-08,163.57
2019-05-10,163.61
2019-05-13,163.0
2019-05-14,189.67
2019-05-15,195.61
2019-05-16,202.7
2019-05-17,198.89
2019-05-20,200.8
2019-05-21,207.8
2019-05-22,208.1
2019-05-23,208.86
2019-05-24,204.5
2019-05-27,206.2
2019-05-28,203.13
2019-05-29,207.14
2019-05-30,213.1
2019-05-31,215.1
2019-06-03,235.51
2019-06-04,230.16
2019-06-05,230.01
2019-06-06,231.45
2019-06-07,230.5
2019-06-10,232.1
2019-06-11,234.86
2019-06-13,234.44
2019-06-14,231.51
2019-06-17,229.81
2019-06-18,232.13
2019-06-19,232.46
2019-06-20,232.52
2019-06-21,229.09
2019-06-24,232.38
2019-06-25,232.09
2019-06-26,233.1
2019-06-27,232.6
2019-06-28,232.83
2019-07-01,245.5
2019-07-02,246.65
2019-07-03,251.6
2019-07-04,255.35
2019-07-05,250.89
2019-07-08,248.51
2019-07-09,250.17
2019-07-10,250.21
2019-07-11,247.2
2019-07-12,245.5
2019-07-15,240.3
2019-07-16,238.01
2019-07-17,220.19
2019-07-18,218.3
2019-07-19,216.0
2019-07-22,217.12
2019-07-23,217.39
2019-07-24,212.0
2019-07-25,219.0
2019-07-26,234.23
2019-07-29,236.73
2019-07-30,237.1
2019-07-31,236.9
2019-08-01,234.28
2019-08-02,227.91
2019-08-05,223.61
2019-08-06,226.76
2019-08-07,227.67
2019-08-08,231.21
2019-08-09,229.96
2019-08-12,230.24
2019-08-13,229.87
2019-08-14,227.1
2019-08-15,227.15
2019-08-16,224.71
2019-08-19,226.8
2019-08-20,231.54
2019-08-21,231.22
2019-08-22,232.06
2019-08-23,229.35
2019-08-26,228.9
2019-08-27,227.0
2019-08-28,228.48
2019-08-29,233.2
2019-08-30,232.15
2019-09-02,233.67
2019-09-03,231.02
2019-09-04,233.71
2019-09-05,236.18
2019-09-06,234.49
2019-09-09,234.85
2019-09-10,233.0
2019-09-11,235.07
2019-09-12,232.88
2019-09-13,232.5
2019-09-16,234.88
2019-09-17,233.58
2019-09-18,233.46
2019-09-19,230.52
2019-09-20,230.41
2019-09-23,230.36
2019-09-24,227.7
2019-09-25,228.43
2019-09-26,231.97
2019-09-27,229.01
2019-09-30,225.9
2019-10-01,226.49
2019-10-02,223.6
2019-10-03,223.1
2019-10-04,221.66
2019-10-07,226.36
2019-10-08,223.2
2019-10-09,223.18
2019-10-10,224.5
2019-10-11,227.37
2019-10-14,226.0
2019-10-15,226.0
2019-10-16,227.7
2019-10-17,228.0
2019-10-18,228.0
2019-10-21,228.54
2019-10-22,235.36
2019-10-23,236.2
2019-10-24,243.94
2019-10-25,246.71
2019-10-28,244.4
2019-10-29,253.1
2019-10-30,261.6
2019-10-31,260.0
2019-11-01,263.79
2019-11-05,263.0
2019-11-06,266.98
2019-11-07,270.74
2019-11-08,266.0
2019-11-11,260.4
2019-11-12,257.25
2019-11-13,251.8
2019-11-14,248.34
2019-11-15,248.01
2019-11-18,246.15
2019-11-19,248.01
2019-11-20,248.0
2019-11-21,254.35
2019-11-22,251.99
2019-11-25,255.2
2019-11-26,254.0
2019-11-27,253.89
2019-11-28,254.0
2019-11-29,257.54
2019-12-02,254.05
2019-12-03,247.93
2019-12-04,248.93
2019-12-05,246.36
2019-12-06,247.83
2019-12-09,248.7
2019-12-10,246.9
2019-12-11,247.34
2019-12-12,250.48
2019-12-13,249.5
2019-12-16,250.78
2019-12-17,252.05
2019-12-18,251.29
2019-12-19,251.4
2019-12-20,255.5
2019-12-23,255.0
2019-12-24,254.87
2019-12-25,253.25
2019-12-26,254.1
2019-12-27,257.11
2019-12-30,256.4
2020-01-03,259.0
2020-01-06,256.55
2020-01-08,255.79
2020-01-09,254.07
2020-01-10,251.9
2020-01-13,251.5
2020-01-14,250.0
2020-01-15,251.3
2020-01-16,254.26
2020-01-17,255.39
2020-01-20,253.5
2020-01-21,252.99
2020-01-22,248.1
2020-01-23,239.3
2020-01-24,237.95
2020-01-27,230.96
2020-01-28,235.0
2020-01-29,232.0
2020-01-30,231.53
2020-01-31,226.7
2020-02-03,227.64
2020-02-04,230.5
2020-02-05,232.56
2020-02-06,231.38
2020-02-07,229.11
2020-02-10,225.2
2020-02-11,233.9
2020-02-12,238.03
2020-02-13,233.55
2020-02-14,232.5
2020-02-17,233.75
2020-02-18,230.5
2020-02-19,231.9
2020-02-20,234.6
2020-02-21,232.0
2020-02-25,224.68
2020-02-26,224.76
2020-02-27,217.5
2020-02-28,202.65
2020-03-02,198.78
2020-03-03,201.48
2020-03-04,200.0
2020-03-05,198.0
2020-03-06,188.27
2020-03-10,171.0
2020-03-11,172.03
2020-03-12,163.73
2020-03-13,166.1
2020-03-16,168.07
2020-03-17,167.0
2020-03-18,166.34
2020-03-19,174.56
2020-03-20,176.26
2020-03-23,168.35
2020-03-24,177.95
2020-03-25,180.2
2020-03-26,181.5
2020-03-27,174.5
2020-03-30,176.44
2020-03-31,181.41
2020-04-01,180.06
2020-04-02,187.04
2020-04-03,189.77
2020-04-06,191.1
2020-04-07,191.22
2020-04-08,194.11
2020-04-09,193.86
2020-04-10,192.0
2020-04-13,188.07
2020-04-14,190.11
2020-04-15,184.25
2020-04-16,184.3
2020-04-17,184.68
2020-04-20,185.51
2020-04-21,181.92
2020-04-22,188.36
2020-04-23,188.73
2020-04-24,185.71
2020-04-27,186.29
2020-04-28,188.5
2020-04-29,193.87
2020-04-30,190.0
2020-05-04,185.7
2020-05-05,190.0
2020-05-06,187.05
2020-05-07,185.85
2020-05-08,185.34
2020-05-12,186.17
2020-05-13,184.2
2020-05-14,183.91
2020-05-15,183.85
2020-05-18,192.5
2020-05-19,194.2
2020-05-20,196.74
2020-05-21,194.74
2020-05-22,194.35
2020-05-25,197.55
2020-05-26,196.86
2020-05-27,194.73
2020-05-28,196.86
2020-05-29,199.95
2020-06-01,198.72
2020-06-02,201.97
2020-06-03,208.0
2020-06-04,201.46
2020-06-05,203.05
2020-06-08,204.91
2020-06-09,204.84
2020-06-10,201.75
2020-06-11,196.74
2020-06-15,194.2
2020-06-16,196.59
2020-06-17,195.86
2020-06-18,193.0
2020-06-19,195.81
2020-06-22,194.3
2020-06-23,194.83
2020-06-25,192.25
2020-06-26,193.0
2020-06-29,197.94
2020-06-30,194.31
2020-07-02,195.28
2020-07-03,197.2
2020-07-06,199.99
2020-07-07,197.96
2020-07-08,201.17
2020-07-09,199.44
2020-07-10,200.94
2020-07-13,195.7
2020-07-14,193.6
2020-07-15,182.26
2020-07-16,183.32
2020-07-17,184.65
2020-07-20,188.36
2020-07-21,186.78
2020-07-22,187.15
2020-07-23,184.69
2020-07-24,185.45
2020-07-27,185.03
2020-07-28,184.3
2020-07-29,184.69
2020-07-30,182.52
2020-07-31,182.59
2020-08-03,183.6
2020-08-04,183.31
2020-08-05,189.15
2020-08-06,189.07
2020-08-07,187.23
2020-08-10,187.7
2020-08-11,189.7
2020-08-12,192.8
2020-08-13,193.76
2020-08-14,192.83
2020-08-17,190.47
2020-08-18,190.3
2020-08-19,189.26
2020-08-20,186.95
2020-08-21,184.51
2020-08-24,187.1
2020-08-25,186.25
2020-08-26,187.48
2020-08-27,184.58
2020-08-28,182.9
2020-08-31,181.01
2020-09-01,184.22
2020-09-02,181.95
2020-09-03,179.13
2020-09-04,179.55
2020-09-07,177.04
2020-09-08,172.95
2020-09-09,173.69
2020-09-10,173.8
2020-09-11,178.05
2020-09-14,178.19
2020-09-15,182.22
2020-09-16,183.26
2020-09-17,183.9
2020-09-18,181.52
2020-09-21,177.17
2020-09-22,179.0
2020-09-23,177.0
2020-09-24,174.23
2020-09-25,173.77
2020-09-28,172.74
2020-09-29,171.44
2020-09-30,169.97
2020-10-01,168.4
2020-10-02,169.47
2020-10-05,170.64
2020-10-06,171.35
2020-10-07,168.23
2020-10-08,167.43
2020-10-09,166.97
2020-10-12,169.05
2020-10-13,166.37
2020-10-14,167.24
2020-10-15,167.16
2020-10-16,163.98
2020-10-19,163.6
2020-10-20,166.53
2020-10-21,164.37
2020-10-22,165.27
2020-10-23,164.96
2020-10-26,162.17
2020-10-27,159.21
2020-10-28,154.3
2020-10-29,156.74
2020-10-30,154.28
2020-11-02,157.74
2020-11-03,161.09
