date,VTBR
2021-05-12,0.048605
2021-05-13,0.051055
2021-05-14,0.050075
2021-05-17,0.04796
2021-05-18,0.04567
2021-05-19,0.0453
2021-05-20,0.04632
2021-05-21,0.045605
2021-05-24,0.045415
2021-05-25,0.04536
2021-05-26,0.047485
2021-05-27,0.048695
2021-05-28,0.048395
2021-05-31,0.04875
2021-06-01,0.04955
2021-06-02,0.04992
2021-06-03,0.049385
2021-06-04,0.048615
2021-06-07,0.048795
2021-06-08,0.05
2021-06-09,0.051165
2021-06-10,0.05026
2021-06-11,0.050405
2021-06-14,0.049935
2021-06-15,0.049165
2021-06-16,0.04838
2021-06-17,0.04846
2021-06-18,0.047345
2021-06-21,0.048265
2021-06-22,0.048225
2021-06-23,0.048225
2021-06-24,0.0485
2021-06-25,0.048635
2021-06-28,0.04961
2021-06-29,0.04866
2021-06-30,0.048475
2021-07-01,0.048915
2021-07-02,0.04877
2021-07-05,0.050545
2021-07-06,0.04948
2021-07-07,0.0494
2021-07-08,0.048695
2021-07-09,0.048995
2021-07-12,0.04889
2021-07-13,0.048225
2021-07-14,0.04731
2021-07-15,0.04719
2021-07-16,0.04725
2021-07-19,0.046
2021-07-20,0.04625
2021-07-21,0.04693
2021-07-22,0.04676
2021-07-23,0.046735
2021-07-26,0.04658
2021-07-27,0.046235
2021-07-28,0.048
2021-07-29,0.04836
2021-07-30,0.04846
2021-08-02,0.048785
2021-08-03,0.048995
2021-08-04,0.049125
2021-08-05,0.04968
2021-08-06,0.049945
2021-08-09,0.051005
2021-08-10,0.05185
2021-08-11,0.05312
2021-08-12,0.052075
2021-08-13,0.051445
2021-08-16,0.052385
2021-08-17,0.052385
2021-08-18,0.05119
2021-08-19,0.05048
2021-08-20,0.050685
2021-08-23,0.0513
2021-08-24,0.051065
2021-08-25,0.051085
2021-08-26,0.050045
2021-08-27,0.050805
2021-08-30,0.05215
2021-08-31,0.05269
2021-09-01,0.0532
2021-09-02,0.052445
2021-09-03,0.0524
2021-09-06,0.05409
2021-09-07,0.05364
2021-09-08,0.053785
2021-09-09,0.05239
2021-09-10,0.05195
2021-09-13,0.05255
2021-09-14,0.051495
2021-09-15,0.05212
2021-09-16,0.051635
2021-09-17,0.0514
2021-09-20,0.04998
2021-09-21,0.050065
2021-09-22,0.050815
2021-09-23,0.050795
2021-09-24,0.050925
2021-09-27,0.052345
2021-09-28,0.050855
2021-09-29,0.05096
2021-09-30,0.05167
2021-10-01,0.051485
2021-10-04,0.05168
2021-10-05,0.053835
2021-10-06,0.05416
2021-10-07,0.05428
2021-10-08,0.054595
2021-10-11,0.05619
2021-10-12,0.05539
2021-10-13,0.05511
2021-10-14,0.05537
2021-10-15,0.0556
2021-10-18,0.055765
2021-10-19,0.0574
2021-10-20,0.05661
2021-10-21,0.05516
2021-10-22,0.0544
2021-10-25,0.05617
2021-10-26,0.05597
2021-10-27,0.05506
2021-10-28,0.053765
2021-10-29,0.05273
2021-11-01,0.05354
2021-11-02,0.05282
2021-11-03,0.052885
2021-11-05,0.052815
2021-11-08,0.05237
2021-11-09,0.05152
2021-11-10,0.050025
2021-11-11,0.05125
2021-11-12,0.05029
2021-11-15,0.05189
2021-11-16,0.05104
2021-11-17,0.051565
2021-11-18,0.05255
2021-11-19,0.050495
2021-11-22,0.048405
2021-11-23,0.049875
2021-11-24,0.04935
2021-11-25,0.04879
2021-11-26,0.04658
2021-11-29,0.047375
2021-11-30,0.047195
2021-12-01,0.04758
2021-12-02,0.04893
2021-12-03,0.04861
2021-12-06,0.04801
2021-12-07,0.04838
2021-12-08,0.047255
2021-12-09,0.046915
2021-12-10,0.045935
2021-12-13,0.04293
2021-12-14,0.04444
2021-12-15,0.044795
2021-12-16,0.04624
2021-12-17,0.046905
2021-12-20,0.046365
2021-12-21,0.04734
2021-12-22,0.047575
2021-12-23,0.0472
2021-12-24,0.04709
2021-12-27,0.04773
2021-12-28,0.048395
2021-12-29,0.04843
2021-12-30,0.048195
2022-01-03,0.04945
2022-01-04,0.0497
2022-01-05,0.04736
2022-01-06,0.048445
2022-01-10,0.04895
2022-01-11,0.05026
2022-01-12,0.05011
2022-01-13,0.047075
2022-01-14,0.04641
2022-01-17,0.0465
2022-01-18,0.043635
2022-01-19,0.045275
2022-01-20,0.045415
2022-01-21,0.043935
2022-01-24,0.04118
2022-01-25,0.042535
2022-01-26,0.04129
2022-01-27,0.0431
2022-01-28,0.043395
2022-01-31,0.04378
2022-02-01,0.042695
2022-02-02,0.0424
2022-02-03,0.041245
2022-02-04,0.04125
2022-02-07,0.0411
2022-02-08,0.042205
2022-02-09,0.04274
2022-02-10,0.0419
2022-02-11,0.0405
2022-02-14,0.040285
2022-02-15,0.041885
2022-02-16,0.042925
2022-02-17,0.041185
2022-02-18,0.03929
2022-02-21,0.03212
2022-02-22,0.034215
2022-02-24,0.0201
2022-02-25,0.02011
2022-03-24,0.019
2022-03-25,0.0175
2022-03-28,0.01685
2022-03-29,0.0165
2022-03-30,0.017155
2022-03-31,0.0198
2022-04-01,0.0225
2022-04-04,0.0251
2022-04-05,0.02308
2022-04-06,0.02195
2022-04-07,0.02281
2022-04-08,0.02236
2022-04-11,0.0215
2022-04-12,0.02111
2022-04-13,0.021135
2022-04-14,0.019935
2022-04-15,0.020125
2022-04-18,0.019025
2022-04-19,0.018695
2022-04-20,0.019295
2022-04-21,0.01898
2022-04-22,0.01881
2022-04-25,0.018155
2022-04-26,0.019125
2022-04-27,0.0199
2022-04-28,0.019115
2022-04-29,0.020095
2022-05-04,0.01959
2022-05-05,0.019795
2022-05-06,0.01948
2022-05-11,0.019305
2022-05-12,0.018555
2022-05-13,0.01865
2022-05-16,0.01898
2022-05-17,0.01933
2022-05-18,0.0192
2022-05-19,0.01917
2022-05-20,0.018875
2022-05-23,0.01857
2022-05-24,0.018705
2022-05-25,0.01881
2022-05-26,0.0188
2022-05-27,0.0186
2022-05-30,0.0183
2022-05-31,0.01831
2022-06-01,0.018495
2022-06-02,0.017935
2022-06-03,0.01755
2022-06-06,0.017415
2022-06-07,0.01721
2022-06-08,0.01734
2022-06-09,0.01703
2022-06-10,0.017
2022-06-14,0.017495
2022-06-15,0.0176
2022-06-16,0.017795
2022-06-17,0.0179
2022-06-20,0.01874
2022-06-21,0.018205
2022-06-22,0.01851
2022-06-23,0.018585
2022-06-24,0.0186
2022-06-27,0.0191
2022-06-28,0.0193
2022-06-29,0.018705
2022-06-30,0.01778
2022-07-01,0.017505
2022-07-04,0.01855
2022-07-05,0.018785
2022-07-06,0.01872
2022-07-07,0.018735
2022-07-08,0.01883
2022-07-11,0.018325
2022-07-12,0.018165
2022-07-13,0.017885
2022-07-14,0.01775
2022-07-15,0.017985
2022-07-18,0.01808
2022-07-19,0.018405
2022-07-20,0.01823
2022-07-21,0.01818
2022-07-22,0.01839
2022-07-25,0.01851
2022-07-26,0.01863
2022-07-27,0.01845
2022-07-28,0.0185
2022-07-29,0.018585
2022-08-01,0.018155
2022-08-02,0.01801
2022-08-03,0.0178
2022-08-04,0.017945
2022-08-05,0.01762
2022-08-08,0.017655
2022-08-09,0.01792
2022-08-10,0.01807
2022-08-11,0.01785
2022-08-12,0.017955
2022-08-15,0.018
2022-08-16,0.018065
2022-08-17,0.01818
2022-08-18,0.01814
2022-08-19,0.018
2022-08-22,0.01804
2022-08-23,0.01833
2022-08-24,0.018275
2022-08-25,0.018145
2022-08-26,0.01824
2022-08-29,0.01865
2022-08-30,0.018795
2022-08-31,0.019345
2022-09-01,0.01953
2022-09-02,0.02009
2022-09-05,0.02067
2022-09-06,0.01991
2022-09-07,0.01988
2022-09-08,0.01965
2022-09-09,0.01986
2022-09-12,0.02013
2022-09-13,0.019945
2022-09-14,0.020045
2022-09-15,0.020035
2022-09-16,0.01994
2022-09-19,0.019875
2022-09-20,0.01845
2022-09-21,0.01743
2022-09-22,0.01795
2022-09-23,0.017015
2022-09-26,0.015375
2022-09-27,0.015865
2022-09-28,0.015515
2022-09-29,0.01497
2022-09-30,0.01493
2022-10-03,0.015725
2022-10-04,0.0153
2022-10-05,0.0152
2022-10-06,0.01514
2022-10-07,0.014425
2022-10-10,0.01492
2022-10-11,0.015225
2022-10-12,0.01523
2022-10-13,0.015275
2022-10-14,0.0152
2022-10-17,0.015795
2022-10-18,0.01573
2022-10-19,0.015835
2022-10-20,0.01606
2022-10-21,0.01618
2022-10-24,0.01608
2022-10-25,0.01655
2022-10-26,0.016755
2022-10-27,0.016835
2022-10-28,0.016915
2022-10-31,0.01684
2022-11-01,0.016845
2022-11-02,0.0164
2022-11-03,0.0164
2022-11-07,0.01686
2022-11-08,0.01725
2022-11-09,0.01659
2022-11-10,0.01729
2022-11-11,0.01716
2022-11-14,0.017425
2022-11-15,0.016805
2022-11-16,0.01708
2022-11-17,0.017115
2022-11-18,0.017035
2022-11-21,0.01688
2022-11-22,0.01699
2022-11-23,0.01706
2022-11-24,0.017035
2022-11-25,0.01698
2022-11-28,0.01685
2022-11-29,0.016915
2022-11-30,0.01694
2022-12-01,0.016935
2022-12-02,0.01683
2022-12-05,0.01698
2022-12-06,0.01671
2022-12-07,0.0168
2022-12-08,0.01671
2022-12-09,0.016715
2022-12-12,0.01669
2022-12-13,0.01663
2022-12-14,0.016415
2022-12-15,0.016125
2022-12-16,0.01618
2022-12-19,0.01603
2022-12-20,0.016425
2022-12-21,0.01638
2022-12-22,0.017045
2022-12-23,0.01693
2022-12-26,0.017105
2022-12-27,0.017
2022-12-28,0.016475
2022-12-29,0.01661
2022-12-30,0.01639
2023-01-03,0.016445
2023-01-04,0.01643
2023-01-05,0.01632
2023-01-06,0.016205
2023-01-09,0.01646
2023-01-10,0.016365
2023-01-11,0.01668
2023-01-12,0.016585
2023-01-13,0.016645
2023-01-16,0.01713
2023-01-17,0.01671
2023-01-18,0.01673
2023-01-19,0.01665
2023-01-20,0.016715
2023-01-23,0.01682
2023-01-24,0.01659
2023-01-25,0.01663
2023-01-26,0.0166
2023-01-27,0.016585
2023-01-30,0.016795
2023-01-31,0.01695
2023-02-01,0.017115
2023-02-02,0.017025
2023-02-03,0.016915
2023-02-06,0.01713
2023-02-07,0.0171
2023-02-08,0.01702
2023-02-09,0.016995
2023-02-10,0.016945
2023-02-13,0.01683
2023-02-14,0.01684
2023-02-15,0.01604
2023-02-16,0.016
2023-02-17,0.015985
2023-02-20,0.016215
2023-02-21,0.0164
2023-02-22,0.01634
2023-02-24,0.016205
2023-02-27,0.016415
2023-02-28,0.01646
2023-03-01,0.01665
2023-03-02,0.016405
2023-03-03,0.016585
2023-03-06,0.01677
2023-03-07,0.016765
2023-03-09,0.01668
2023-03-10,0.01649
2023-03-13,0.016455
2023-03-14,0.01655
2023-03-15,0.01646
2023-03-16,0.016425
2023-03-17,0.01669
2023-03-20,0.018995
2023-03-21,0.018275
2023-03-22,0.018405
2023-03-23,0.018155
2023-03-24,0.0179
2023-03-27,0.01834
2023-03-28,0.0183
2023-03-29,0.01834
2023-03-30,0.01836
2023-03-31,0.01814
2023-04-03,0.01991
2023-04-04,0.02037
2023-04-05,0.018895
2023-04-06,0.01877
2023-04-07,0.01883
2023-04-10,0.01904
2023-04-11,0.01858
2023-04-12,0.018655
2023-04-13,0.01864
2023-04-14,0.018695
2023-04-17,0.01931
2023-04-18,0.01941
2023-04-19,0.019315
2023-04-20,0.02003
2023-04-21,0.020195
2023-04-24,0.02001
2023-04-25,0.019765
2023-04-26,0.02074
2023-04-27,0.022465
2023-04-28,0.02222
2023-05-02,0.02188
2023-05-03,0.020955
2023-05-04,0.021095
2023-05-05,0.02106
2023-05-08,0.02069
2023-05-10,0.0221
2023-05-11,0.021665
2023-05-12,0.02171
2023-05-15,0.02248
2023-05-16,0.02233
2023-05-17,0.023345
2023-05-18,0.02321
2023-05-19,0.02313
2023-05-22,0.022885
2023-05-23,0.02366
2023-05-24,0.023625
2023-05-25,0.02322
2023-05-26,0.02325
2023-05-29,0.023205
2023-05-30,0.022485
2023-05-31,0.0222
2023-06-01,0.021425
2023-06-02,0.02263
2023-06-05,0.021905
2023-06-06,0.022335
2023-06-07,0.02296
2023-06-08,0.02275
2023-06-09,0.022785
2023-06-13,0.02302
2023-06-14,0.02305
2023-06-15,0.02305
2023-06-16,0.022975
2023-06-19,0.022885
2023-06-20,0.022695
2023-06-21,0.022775
2023-06-22,0.02233
2023-06-23,0.022
2023-06-26,0.02188
2023-06-27,0.02181
2023-06-28,0.021675
2023-06-29,0.021805
2023-06-30,0.021685
2023-07-03,0.02209
2023-07-04,0.02243
2023-07-05,0.02244
2023-07-06,0.022415
2023-07-07,0.022485
2023-07-10,0.02301
2023-07-11,0.02336
2023-07-12,0.0232
2023-07-13,0.023075
2023-07-14,0.023275
2023-07-17,0.02323
2023-07-18,0.02354
2023-07-19,0.02335
2023-07-20,0.02276
2023-07-21,0.023035
2023-07-24,0.023225
2023-07-25,0.02331
2023-07-26,0.02349
2023-07-27,0.0251
2023-07-28,0.02508
2023-07-31,0.025815
2023-08-01,0.02563
2023-08-02,0.0256
2023-08-03,0.02707
2023-08-04,0.026525
2023-08-07,0.026075
2023-08-08,0.02666
2023-08-09,0.026545
2023-08-10,0.02855
2023-08-11,0.0283
2023-08-14,0.02746
2023-08-15,0.027195
2023-08-16,0.026775
2023-08-17,0.027845
2023-08-18,0.02796
2023-08-21,0.02787
2023-08-22,0.027735
2023-08-23,0.02702
2023-08-24,0.027625
2023-08-25,0.027855
2023-08-28,0.028435
2023-08-29,0.02824
2023-08-30,0.0281
2023-08-31,0.028825
2023-09-01,0.02879
2023-09-04,0.029295
2023-09-05,0.028995
2023-09-06,0.028515
2023-09-07,0.027545
2023-09-08,0.02719
2023-09-11,0.026665
2023-09-12,0.027355
2023-09-13,0.02667
2023-09-14,0.026605
2023-09-15,0.027085
2023-09-18,0.02687
2023-09-19,0.02567
2023-09-20,0.02554
2023-09-21,0.0246
2023-09-22,0.025125
2023-09-25,0.02512
2023-09-26,0.0255
2023-09-27,0.025615
2023-09-28,0.025805
2023-09-29,0.0257
2023-10-02,0.02531
2023-10-03,0.02519
2023-10-04,0.02489
2023-10-05,0.024795
2023-10-06,0.02515
2023-10-09,0.02547
2023-10-10,0.02534
2023-10-11,0.024845
2023-10-12,0.025175
2023-10-13,0.02538
2023-10-16,0.02598
2023-10-17,0.026195
2023-10-18,0.02612
2023-10-19,0.02617
2023-10-20,0.025995
2023-10-23,0.02611
2023-10-24,0.026615
2023-10-25,0.026395
2023-10-26,0.02555
2023-10-27,0.02533
2023-10-30,0.02516
2023-10-31,0.025315
2023-11-01,0.0252
2023-11-02,0.025055
2023-11-03,0.0249
2023-11-06,0.025365
2023-11-07,0.02517
2023-11-08,0.025215
2023-11-09,0.025005
2023-11-10,0.024905
2023-11-13,0.024775
2023-11-14,0.024105
2023-11-15,0.024435
2023-11-16,0.02415
2023-11-17,0.024385
2023-11-20,0.024415
2023-11-21,0.02448
2023-11-22,0.0252
2023-11-23,0.02491
2023-11-24,0.024845
2023-11-27,0.0243
2023-11-28,0.02413
2023-11-29,0.0239
2023-11-30,0.023885
2023-12-01,0.02361
2023-12-04,0.022545
2023-12-05,0.022885
2023-12-06,0.02207
2023-12-07,0.02246
2023-12-08,0.02233
2023-12-11,0.022045
2023-12-12,0.02235
2023-12-13,0.022785
2023-12-14,0.0226
2023-12-15,0.023485
2023-12-18,0.02346
2023-12-19,0.02355
2023-12-20,0.023305
2023-12-21,0.022935
2023-12-22,0.022975
2023-12-25,0.023195
2023-12-26,0.02316
2023-12-27,0.022875
2023-12-28,0.022695
2023-12-29,0.02268
2024-01-03,0.023025
2024-01-04,0.02311
2024-01-05,0.024
2024-01-08,0.024855
2024-01-09,0.0247
2024-01-10,0.024435
2024-01-11,0.02519
2024-01-12,0.025025
2024-01-15,0.02486
2024-01-16,0.024985
2024-01-17,0.024995
2024-01-18,0.024515
2024-01-19,0.02455
2024-01-22,0.024835
2024-01-23,0.024595
2024-01-24,0.02417
2024-01-25,0.024395
2024-01-26,0.02415
2024-01-29,0.024365
2024-01-30,0.024525
2024-01-31,0.024575
2024-02-01,0.024625
2024-02-02,0.02444
2024-02-05,0.024455
2024-02-06,0.02438
2024-02-07,0.02469
2024-02-08,0.02426
2024-02-09,0.02433
2024-02-12,0.024465
2024-02-13,0.024395
2024-02-14,0.0245
2024-02-15,0.024385
2024-02-16,0.02425
2024-02-19,0.02494
2024-02-20,0.023575
2024-02-21,0.0231
2024-02-22,0.02319
2024-02-26,0.0236
2024-02-27,0.023385
2024-02-28,0.02331
2024-02-29,0.023425
2024-03-01,0.023655
2024-03-04,0.02378
2024-03-05,0.023505
2024-03-06,0.02344
2024-03-07,0.02331
2024-03-11,0.02333
2024-03-12,0.023395
2024-03-13,0.023385
2024-03-14,0.02309
2024-03-15,0.023195
2024-03-18,0.02287
2024-03-19,0.022365
2024-03-20,0.02247
2024-03-21,0.022475
2024-03-22,0.0223
2024-03-25,0.02264
2024-03-26,0.022575
2024-03-27,0.022595
2024-03-28,0.02258
2024-03-29,0.022925
2024-04-01,0.023295
2024-04-02,0.02363
2024-04-03,0.02367
2024-04-04,0.02394
2024-04-05,0.023875
2024-04-08,0.024025
2024-04-09,0.023665
2024-04-10,0.02374
2024-04-11,0.023685
2024-04-12,0.02386
2024-04-15,0.023735
2024-04-16,0.023715
2024-04-17,0.02372
2024-04-18,0.023825
2024-04-19,0.023895
2024-04-22,0.024095
2024-04-23,0.023675
2024-04-24,0.023395
2024-04-25,0.02361
2024-04-26,0.02353
2024-04-27,0.023305
2024-04-29,0.023495
2024-04-30,0.023365
2024-05-02,0.023225
2024-05-03,0.022995
2024-05-06,0.023
2024-05-07,0.02304
2024-05-08,0.023045
2024-05-10,0.02308
2024-05-13,0.0231
2024-05-14,0.02306
2024-05-15,0.023205
2024-05-16,0.02319
2024-05-17,0.023075
2024-05-20,0.022575
2024-05-21,0.02249
2024-05-22,0.0225
2024-05-23,0.02252
2024-05-24,0.02201
2024-05-27,0.02102
2024-05-28,0.020855
2024-05-29,0.02101
2024-05-30,0.02021
2024-05-31,0.019765
2024-06-03,0.019885
2024-06-04,0.02037
2024-06-05,0.02007
2024-06-06,0.02003
2024-06-07,0.0204
2024-06-10,0.02034
2024-06-11,0.01982
2024-06-13,0.020165
2024-06-14,0.02012
2024-06-17,0.020395
2024-06-18,0.019875
2024-06-19,0.019245
2024-06-20,0.019585
2024-06-21,0.01946
2024-06-24,0.019545
2024-06-25,0.02047
2024-06-26,0.02165
2024-06-27,0.02126
2024-06-28,0.02114
2024-07-01,0.02131
2024-07-02,0.02101
2024-07-03,0.020365
2024-07-04,0.020505
2024-07-05,0.02027
2024-07-08,0.01993
2024-07-15,92.95
2024-07-16,95.32
2024-07-17,93.72
2024-07-18,95.89
2024-07-19,96.33
2024-07-22,99.75
2024-07-23,100.75
2024-07-24,99.9
2024-07-25,99.2
2024-07-26,96.73
2024-07-29,93.4
2024-07-30,99.09
2024-07-31,97.82
2024-08-01,98.13
2024-08-02,97.69
2024-08-05,95.36
2024-08-06,96.21
2024-08-07,98.35
2024-08-08,96.85
2024-08-09,97.09
2024-08-12,98.03
2024-08-13,100.69
2024-08-14,99.81
2024-08-15,99.28
2024-08-16,97.85
2024-08-19,98.78
2024-08-20,99.47
2024-08-21,100.19
2024-08-22,96.64
2024-08-23,96.47
2024-08-26,99.09
2024-08-27,96.88
2024-08-28,97.02
2024-08-29,96.02
2024-08-30,91.48
2024-09-02,86.1
2024-09-03,86.23
2024-09-04,89.03
2024-09-05,87.2
2024-09-06,87.3
2024-09-09,90.9
2024-09-10,88.89
2024-09-11,87.2
2024-09-12,86.2
2024-09-13,87.14
2024-09-16,88.62
2024-09-17,90.1
2024-09-18,87.93
2024-09-19,88.53
2024-09-20,89.35
2024-09-23,91.96
2024-09-24,92.65
2024-09-25,90.83
2024-09-26,90.76
2024-09-27,90.57
2024-09-30,89.03
2024-10-01,87.52
2024-10-02,86.16
2024-10-03,87.23
2024-10-04,86.63
2024-10-07,86.43
2024-10-08,85.85
2024-10-09,89.79
2024-10-10,86.16
2024-10-11,85.61
2024-10-14,86.7
2024-10-15,86.67
2024-10-16,85.82
2024-10-17,85.09
2024-10-18,84.84
2024-10-21,84.71
2024-10-22,83.58
2024-10-23,82.22
2024-10-24,82.64
2024-10-25,79.89
2024-10-28,76.2
2024-10-29,77.45
2024-10-30,76.19
2024-10-31,75.25
2024-11-01,76.62
2024-11-02,77.12
2024-11-05,77.38
2024-11-06,78.32
2024-11-07,79.1
2024-11-08,80.2
2024-11-11,81.58
2024-11-12,80.68
2024-11-13,79.41
2024-11-14,79.19
2024-11-15,80.59
2024-11-18,78.95
2024-11-19,77.06
2024-11-20,75.64
2024-11-21,76.3
2024-11-22,74.05
2024-11-25,70.11
2024-11-26,68.23
2024-11-27,70.02
2024-11-28,69.28
2024-11-29,69.5
2024-12-02,69.27
2024-12-03,67.28
2024-12-04,65.38
2024-12-05,66.95
2024-12-06,67.52
2024-12-09,68.1
2024-12-10,66.94
2024-12-11,67.81
2024-12-12,66.57
2024-12-13,66.38
2024-12-16,64.25
2024-12-17,64.21
2024-12-18,65.23
2024-12-19,65.95
2024-12-20,72.88
2024-12-23,74.19
2024-12-24,73.89
2024-12-25,76.53
2024-12-26,75.74
2024-12-27,76.49
2024-12-28,78.09
2024-12-30,80.03
2025-01-03,77.78
2025-01-06,77.97
2025-01-08,78.64
2025-01-09,76.04
2025-01-10,79.28
2025-01-13,79.36
2025-01-14,81.27
2025-01-15,82.5
2025-01-16,84.56
2025-01-17,87.0
2025-01-20,86.17
2025-01-21,87.69
2025-01-22,86.01
2025-01-23,87.8
2025-01-24,87.54
2025-01-27,83.72
2025-01-28,84.66
2025-01-29,83.95
2025-01-30,83.85
2025-01-31,83.89
2025-02-03,81.96
2025-02-04,80.35
2025-02-05,82.09
2025-02-06,82.4
2025-02-07,81.19
2025-02-10,80.0
2025-02-11,82.11
2025-02-12,88.14
2025-02-13,89.54
2025-02-14,87.79
2025-02-17,98.76
2025-02-18,91.73
2025-02-19,94.5
2025-02-20,92.92
2025-02-21,92.36
2025-02-24,96.22
2025-02-25,93.68
2025-02-26,90.48
2025-02-27,89.3
2025-02-28,91.7
2025-03-03,90.77
2025-03-04,93.18
2025-03-05,90.52
2025-03-06,91.15
2025-03-07,91.07
2025-03-10,90.99
2025-03-11,90.7
2025-03-12,90.31
2025-03-13,89.86
2025-03-14,90.99
2025-03-17,92.6
2025-03-18,90.13
2025-03-19,90.65
2025-03-20,90.72
2025-03-21,89.82
2025-03-24,89.05
2025-03-25,90.99
2025-03-26,89.11
2025-03-27,87.07
2025-03-28,82.35
2025-03-31,81.96
2025-04-01,78.78
2025-04-02,79.88
2025-04-03,77.86
2025-04-04,72.25
2025-04-07,70.89
2025-04-08,67.76
2025-04-09,73.28
2025-04-10,73.16
2025-04-11,76.76
2025-04-14,75.5
2025-04-15,77.1
2025-04-16,79.73
2025-04-17,83.28
2025-04-18,83.3
2025-04-21,85.39
2025-04-22,86.32
2025-04-23,85.4
2025-04-24,85.52
2025-04-25,87.24
2025-04-28,98.55
2025-04-29,97.3
2025-04-30,98.1
2025-05-02,96.6
2025-05-05,96.19
2025-05-06,97.42
2025-05-07,97.64
2025-05-08,97.75
2025-05-12,99.72
2025-05-13,99.17
2025-05-14,97.0
2025-05-15,97.25
2025-05-16,97.19
2025-05-19,96.97
2025-05-20,96.3
2025-05-21,95.65
2025-05-22,95.18
2025-05-23,95.5
2025-05-26,92.25
2025-05-27,93.59
2025-05-28,95.78
2025-05-29,94.17
2025-05-30,93.9
2025-06-02,93.47
2025-06-03,95.41
2025-06-04,95.1
2025-06-05,95.44
2025-06-06,93.27
2025-06-09,94.27
2025-06-10,93.5
2025-06-11,93.44
2025-06-13,98.12
2025-06-16,96.69
2025-06-17,97.85
2025-06-18,97.37
2025-06-19,97.97
2025-06-20,101.75
2025-06-23,104.23
2025-06-24,106.45
2025-06-25,107.48
2025-06-26,106.46
2025-06-27,106.75
2025-06-30,106.22
2025-07-01,104.69
2025-07-02,102.57
2025-07-03,99.94
2025-07-04,99.38
2025-07-07,96.6
2025-07-08,94.38
2025-07-09,94.45
2025-07-10,93.46
2025-07-11,72.79
2025-07-14,74.91
2025-07-15,78.85
2025-07-16,79.38
2025-07-17,78.02
2025-07-18,81.0
2025-07-21,82.05
2025-07-22,82.51
2025-07-23,82.6
2025-07-24,82.28
2025-07-25,83.6
2025-07-28,79.59
2025-07-29,78.72
2025-07-30,78.19
2025-07-31,77.77
2025-08-01,76.68
2025-08-04,76.62
2025-08-05,78.85
2025-08-06,79.6
2025-08-07,79.6
2025-08-08,80.53
2025-08-11,79.52
2025-08-12,79.38
2025-08-13,78.98
2025-08-14,80.28
2025-08-15,80.28
2025-08-18,80.1
2025-08-19,79.51
2025-08-20,77.99
2025-08-21,76.63
2025-08-22,76.98
2025-08-25,76.32
2025-08-26,76.4
2025-08-27,76.55
2025-08-28,75.9
2025-08-29,75.15
2025-09-01,74.79
2025-09-02,74.02
2025-09-03,75.13
2025-09-04,75.74
2025-09-05,75.5
2025-09-08,75.23
2025-09-09,74.97
2025-09-10,74.1
2025-09-11,77.86
2025-09-12,75.86
2025-09-15,74.11
2025-09-16,72.97
2025-09-17,72.09
2025-09-18,71.83
2025-09-19,71.54
2025-09-22,70.94
2025-09-23,70.25
2025-09-24,70.78
2025-09-25,69.97
2025-09-26,69.19
2025-09-29,68.2
2025-09-30,68.16
2025-10-01,67.96
2025-10-02,67.49
2025-10-03,66.6
2025-10-06,67.52
2025-10-07,68.7
2025-10-08,66.04
2025-10-09,67.8
2025-10-10,67.0
2025-10-13,67.98
2025-10-14,67.25
2025-10-15,67.53
2025-10-16,71.24
2025-10-17,70.38
2025-10-20,70.69
2025-10-21,68.08
2025-10-22,67.13
2025-10-23,67.98
2025-10-24,67.28
2025-10-27,66.08
2025-10-28,68.1
2025-10-29,67.83
2025-10-30,68.82
2025-10-31,68.02
2025-11-01,68.25
2025-11-03,68.66
2025-11-05,69.41
2025-11-06,69.63
2025-11-07,69.89
2025-11-10,69.96
2025-11-11,70.21
2025-11-12,69.25
2025-11-13,69.18
2025-11-14,68.64
2025-11-17,68.49
2025-11-18,69.02
2025-11-19,69.9
2025-11-20,71.86
2025-11-21,71.16
2025-11-24,71.29
2025-11-25,72.04
2025-11-26,71.5
2025-11-27,70.51
2025-11-28,72.85
2025-12-01,72.47
2025-12-02,71.96
2025-12-03,71.87
2025-12-04,72.16
2025-12-05,73.17
2025-12-08,72.22
2025-12-09,72.87
2025-12-10,72.68
2025-12-11,72.9
2025-12-12,71.62
2025-12-15,71.85
2025-12-16,72.1
2025-12-17,72.0
2025-12-18,73.32
2025-12-19,73.07
2025-12-22,71.19
2025-12-23,71.88
2025-12-24,71.6
2025-12-25,71.4
2025-12-26,72.92
2025-12-29,72.17
2025-12-30,72.22
2026-01-05,71.55
2026-01-06,71.5
2026-01-08,71.07
2026-01-09,71.22
2026-01-12,71.34
2026-01-13,71.16
2026-01-14,70.91
2026-01-15,71.13
2026-01-16,71.98
2026-01-19,71.91
2026-01-20,71.85
2026-01-21,72.72
2026-01-22,72.82
2026-01-23,73.12
2026-01-26,72.29
2026-01-27,72.92
2026-01-28,73.28
2026-01-29,77.75
2026-01-30,77.47
2026-02-02,82.25
2026-02-03,81.37
2026-02-04,82.26
2026-02-05,81.27
2026-02-06,83.2
2026-02-09,82.615
2026-02-10,83.48
2026-02-11,83.9
2026-02-12,83.965
2026-02-13,87.62
2026-02-16,87.795
2026-02-17,89.4
2026-02-18,87.375
2026-02-19,85.51
2026-02-20,88.88
2026-02-24,87.38
2026-02-25,88.1
2026-02-26,87.32
2026-02-27,86.925
2026-03-02,85.045
2026-03-03,84.3
2026-03-04,83.8
