date,VTBR
2017-12-15,0.05
2017-12-18,0.04987
2017-12-19,0.0484
2017-12-20,0.04591
2017-12-21,0.04535
2017-12-22,0.04655
2017-12-25,0.0473
2017-12-26,0.04685
2017-12-27,0.04745
2017-12-28,0.04696
2017-12-29,0.04732
2018-01-03,0.0495
2018-01-04,0.05005
2018-01-05,0.0502
2018-01-09,0.0508
2018-01-10,0.05051
2018-01-11,0.0505
2018-01-12,0.05096
2018-01-15,0.05081
2018-01-16,0.0509
2018-01-17,0.05139
2018-01-18,0.0506
2018-01-19,0.04965
2018-01-22,0.05014
2018-01-23,0.04978
2018-01-24,0.04902
2018-01-25,0.0499
2018-01-26,0.04935
2018-01-29,0.049
2018-01-30,0.0488
2018-01-31,0.0494
2018-02-01,0.04938
2018-02-02,0.0492
2018-02-05,0.04908
2018-02-06,0.04702
2018-02-07,0.04761
2018-02-08,0.04751
2018-02-09,0.04707
2018-02-12,0.04712
2018-02-13,0.04767
2018-02-14,0.0477
2018-02-15,0.04735
2018-02-16,0.0477
2018-02-19,0.04745
2018-02-20,0.04774
2018-02-21,0.0489
2018-02-22,0.05175
2018-02-26,0.05463
2018-02-27,0.0538
2018-02-28,0.05276
2018-03-01,0.0525
2018-03-02,0.05241
2018-03-05,0.05246
2018-03-06,0.053
2018-03-07,0.0547
2018-03-09,0.05628
2018-03-12,0.05571
2018-03-13,0.0558
2018-03-14,0.05354
2018-03-15,0.05384
2018-03-16,0.05348
2018-03-19,0.0534
2018-03-20,0.0539
2018-03-21,0.054
2018-03-22,0.054
2018-03-23,0.05328
2018-03-26,0.05099
2018-03-27,0.0518
2018-03-28,0.051
2018-03-29,0.05115
2018-03-30,0.05166
2018-04-02,0.05114
2018-04-03,0.0523
2018-04-04,0.05237
2018-04-05,0.05395
2018-04-06,0.0554
2018-04-09,0.0504
2018-04-10,0.05091
2018-04-11,0.05047
2018-04-12,0.05093
2018-04-13,0.05087
2018-04-16,0.05179
2018-04-17,0.05217
2018-04-18,0.053
2018-04-19,0.0525
2018-04-20,0.05289
2018-04-23,0.053
2018-04-24,0.053
2018-04-25,0.05287
2018-04-26,0.0524
2018-04-27,0.05257
2018-04-28,0.0527
2018-04-30,0.05397
2018-05-02,0.0534
2018-05-03,0.05261
2018-05-04,0.05275
2018-05-07,0.05277
2018-05-08,0.0527
2018-05-10,0.05225
2018-05-11,0.05238
2018-05-14,0.0525
2018-05-15,0.0515
2018-05-16,0.05132
2018-05-17,0.05122
2018-05-18,0.0512
2018-05-21,0.05156
2018-05-22,0.05139
2018-05-23,0.05115
2018-05-24,0.05121
2018-05-25,0.05106
2018-05-28,0.05145
2018-05-29,0.05128
2018-05-30,0.05134
2018-05-31,0.04989
2018-06-01,0.0474
2018-06-04,0.04703
2018-06-05,0.04744
2018-06-06,0.04725
2018-06-07,0.04681
2018-06-08,0.04531
2018-06-09,0.04552
2018-06-11,0.04514
2018-06-13,0.04475
2018-06-14,0.04465
2018-06-15,0.04451
2018-06-18,0.04611
2018-06-19,0.04519
2018-06-20,0.0472
2018-06-21,0.04696
2018-06-22,0.0466
2018-06-25,0.0467
2018-06-26,0.0469
2018-06-27,0.04735
2018-06-28,0.04783
2018-06-29,0.04801
2018-07-02,0.04833
2018-07-03,0.04838
2018-07-04,0.04856
2018-07-05,0.04866
2018-07-06,0.0485
2018-07-09,0.04939
2018-07-10,0.04903
2018-07-11,0.0486
2018-07-12,0.04831
2018-07-13,0.04975
2018-07-16,0.0494
2018-07-17,0.04872
2018-07-18,0.04853
2018-07-19,0.04784
2018-07-20,0.04825
2018-07-23,0.04824
2018-07-24,0.04822
2018-07-25,0.04795
2018-07-26,0.04758
2018-07-27,0.04782
2018-07-30,0.04797
2018-07-31,0.04828
2018-08-01,0.04828
2018-08-02,0.04758
2018-08-03,0.04735
2018-08-06,0.04681
2018-08-07,0.0468
2018-08-08,0.04569
2018-08-09,0.04511
2018-08-10,0.04337
2018-08-13,0.04295
2018-08-14,0.04364
2018-08-15,0.0434
2018-08-16,0.04388
2018-08-17,0.04371
2018-08-20,0.04415
2018-08-21,0.04415
2018-08-22,0.043
2018-08-23,0.04139
2018-08-24,0.04102
2018-08-27,0.04215
2018-08-28,0.04153
2018-08-29,0.04199
2018-08-30,0.04122
2018-08-31,0.0414
2018-09-03,0.04129
2018-09-04,0.04092
2018-09-05,0.04002
2018-09-06,0.0395
2018-09-07,0.03933
2018-09-10,0.0386
2018-09-11,0.039
2018-09-12,0.0396
2018-09-13,0.04048
2018-09-14,0.04005
2018-09-17,0.04004
2018-09-18,0.04118
2018-09-19,0.04128
2018-09-20,0.04111
2018-09-21,0.0422
2018-09-24,0.04191
2018-09-25,0.0416
2018-09-26,0.04118
2018-09-27,0.0413
2018-09-28,0.04076
2018-10-01,0.04031
2018-10-02,0.04037
2018-10-03,0.04071
2018-10-04,0.0399
2018-10-05,0.03958
2018-10-08,0.03921
2018-10-09,0.0384
2018-10-10,0.03813
2018-10-11,0.0377
2018-10-12,0.03795
2018-10-15,0.03849
2018-10-16,0.0384
2018-10-17,0.03846
2018-10-18,0.03793
2018-10-19,0.03689
2018-10-22,0.03614
2018-10-23,0.0362
2018-10-24,0.03685
2018-10-25,0.03635
2018-10-26,0.03574
2018-10-29,0.0364
2018-10-30,0.0366
2018-10-31,0.03658
2018-11-01,0.0362
2018-11-02,0.03613
2018-11-06,0.03615
2018-11-07,0.03819
2018-11-08,0.03803
2018-11-09,0.03757
2018-11-12,0.03818
2018-11-13,0.03844
2018-11-14,0.03815
2018-11-15,0.03928
2018-11-16,0.03916
2018-11-19,0.0388
2018-11-20,0.03743
2018-11-21,0.03722
2018-11-22,0.0373
2018-11-23,0.03706
2018-11-26,0.036695
2018-11-27,0.03683
2018-11-28,0.03758
2018-11-29,0.03803
2018-11-30,0.0373
2018-12-03,0.0376
2018-12-04,0.03699
2018-12-05,0.036995
2018-12-06,0.03671
2018-12-07,0.036555
2018-12-10,0.0361
2018-12-11,0.036005
2018-12-12,0.03625
2018-12-13,0.03608
2018-12-14,0.035995
2018-12-17,0.03634
2018-12-18,0.0362
2018-12-19,0.0363
2018-12-20,0.03587
2018-12-21,0.035245
2018-12-24,0.03472
2018-12-25,0.034175
2018-12-26,0.034455
2018-12-27,0.03405
2018-12-28,0.03391
2018-12-29,0.03385
2019-01-03,0.03421
2019-01-04,0.03462
2019-01-08,0.03484
2019-01-09,0.035
2019-01-10,0.035045
2019-01-11,0.035185
2019-01-14,0.0353
2019-01-15,0.035465
2019-01-16,0.03565
2019-01-17,0.035705
2019-01-18,0.0371
2019-01-21,0.03689
2019-01-22,0.0371
2019-01-23,0.037535
2019-01-24,0.036925
2019-01-25,0.03696
2019-01-28,0.03694
2019-01-29,0.03742
2019-01-30,0.03748
2019-01-31,0.03777
2019-02-01,0.037915
2019-02-04,0.038345
2019-02-05,0.03821
2019-02-06,0.03761
2019-02-07,0.03701
2019-02-08,0.03713
2019-02-11,0.0376
2019-02-12,0.0379
2019-02-13,0.036985
2019-02-14,0.03604
2019-02-15,0.0366
2019-02-18,0.03633
2019-02-19,0.036245
2019-02-20,0.03642
2019-02-21,0.036065
2019-02-22,0.03608
2019-02-25,0.03624
2019-02-26,0.0358
2019-02-27,0.035955
2019-02-28,0.0359
2019-03-01,0.03603
2019-03-04,0.03597
2019-03-05,0.0353
2019-03-06,0.035495
2019-03-07,0.03522
2019-03-11,0.03537
2019-03-12,0.03565
2019-03-13,0.03634
2019-03-14,0.036215
2019-03-15,0.03739
2019-03-18,0.03692
2019-03-19,0.03677
2019-03-20,0.03669
2019-03-21,0.036515
2019-03-22,0.036
2019-03-25,0.03633
2019-03-26,0.03625
2019-03-27,0.03595
2019-03-28,0.036
2019-03-29,0.035645
2019-04-01,0.036195
2019-04-02,0.0362
2019-04-03,0.03661
2019-04-04,0.0365
2019-04-05,0.03632
2019-04-08,0.0363
2019-04-09,0.03628
2019-04-10,0.036885
2019-04-11,0.036695
2019-04-12,0.036255
2019-04-15,0.03597
2019-04-16,0.03608
2019-04-17,0.0359
2019-04-18,0.03601
2019-04-19,0.03581
2019-04-22,0.035785
2019-04-23,0.03533
2019-04-24,0.03577
2019-04-25,0.035375
2019-04-26,0.03541
2019-04-29,0.03543
2019-04-30,0.0355
2019-05-02,0.03554
2019-05-03,0.03578
2019-05-06,0.03576
2019-05-07,0.035575
2019-05-08,0.03546
2019-05-10,0.035195
2019-05-13,0.034975
2019-05-14,0.03493
2019-05-15,0.035095
2019-05-16,0.03496
2019-05-17,0.0351
2019-05-20,0.03499
2019-05-21,0.0349
2019-05-22,0.035185
2019-05-23,0.03875
2019-05-24,0.0372
2019-05-27,0.03761
2019-05-28,0.036535
2019-05-29,0.0368
2019-05-30,0.0367
2019-05-31,0.036705
2019-06-03,0.03698
2019-06-04,0.03718
2019-06-05,0.0387
2019-06-06,0.03897
2019-06-07,0.039
2019-06-10,0.03945
2019-06-11,0.04
2019-06-13,0.04065
2019-06-14,0.04032
2019-06-17,0.040485
2019-06-18,0.04044
2019-06-19,0.04023
2019-06-20,0.040415
2019-06-21,0.0402
2019-06-24,0.040725
2019-06-25,0.040575
2019-06-26,0.04026
2019-06-27,0.04013
2019-06-28,0.03988
2019-07-01,0.04025
2019-07-02,0.0405
2019-07-03,0.040585
2019-07-04,0.041395
2019-07-05,0.041355
2019-07-08,0.04255
2019-07-09,0.04313
2019-07-10,0.04393
2019-07-11,0.044
2019-07-12,0.044
2019-07-15,0.04399
2019-07-16,0.04301
2019-07-17,0.042445
2019-07-18,0.04218
2019-07-19,0.0424
2019-07-22,0.043405
2019-07-23,0.04323
2019-07-24,0.04295
2019-07-25,0.04315
2019-07-26,0.0427
2019-07-29,0.04281
2019-07-30,0.0428
2019-07-31,0.0425
2019-08-01,0.042535
2019-08-02,0.042015
2019-08-05,0.041545
2019-08-06,0.0416
2019-08-07,0.04085
2019-08-08,0.041
2019-08-09,0.0406
2019-08-12,0.0406
2019-08-13,0.04022
2019-08-14,0.03901
2019-08-15,0.03863
2019-08-16,0.0381
2019-08-19,0.038365
2019-08-20,0.03932
2019-08-21,0.03933
2019-08-22,0.03857
2019-08-23,0.038105
2019-08-26,0.03806
2019-08-27,0.03838
2019-08-28,0.03847
2019-08-29,0.03858
2019-08-30,0.03868
2019-09-02,0.039405
2019-09-03,0.0392
2019-09-04,0.04291
2019-09-05,0.042005
2019-09-06,0.04195
2019-09-09,0.0415
2019-09-10,0.04265
2019-09-11,0.0427
2019-09-12,0.042875
2019-09-13,0.0425
2019-09-16,0.04267
2019-09-17,0.04234
2019-09-18,0.042555
2019-09-19,0.042455
2019-09-20,0.0424
2019-09-23,0.04207
2019-09-24,0.042075
2019-09-25,0.0423
2019-09-26,0.04292
2019-09-27,0.042695
2019-09-30,0.042595
2019-10-01,0.0423
2019-10-02,0.04131
2019-10-03,0.0409
2019-10-04,0.04075
2019-10-07,0.041465
2019-10-08,0.040655
2019-10-09,0.0408
2019-10-10,0.04135
2019-10-11,0.041925
2019-10-14,0.04175
2019-10-15,0.0417
2019-10-16,0.04198
2019-10-17,0.042005
2019-10-18,0.0428
2019-10-21,0.04364
2019-10-22,0.0437
2019-10-23,0.0432
2019-10-24,0.042855
2019-10-25,0.042985
2019-10-28,0.042825
2019-10-29,0.04306
2019-10-30,0.0435
2019-10-31,0.04309
2019-11-01,0.043145
2019-11-05,0.044025
2019-11-06,0.0442
2019-11-07,0.0443
2019-11-08,0.046
2019-11-11,0.04695
2019-11-12,0.047
2019-11-13,0.04733
2019-11-14,0.047065
2019-11-15,0.04692
2019-11-18,0.0462
2019-11-19,0.04646
2019-11-20,0.046
2019-11-21,0.045995
2019-11-22,0.04619
2019-11-25,0.04625
2019-11-26,0.045875
2019-11-27,0.0458
2019-11-28,0.04543
2019-11-29,0.04533
2019-12-02,0.044915
2019-12-03,0.044245
2019-12-04,0.044595
2019-12-05,0.044715
2019-12-06,0.045275
2019-12-09,0.04545
2019-12-10,0.04517
2019-12-11,0.045305
2019-12-12,0.045355
2019-12-13,0.04635
2019-12-16,0.04651
2019-12-17,0.04655
2019-12-18,0.04692
2019-12-19,0.046515
2019-12-20,0.0463
2019-12-23,0.046505
2019-12-24,0.04635
2019-12-25,0.04598
2019-12-26,0.046
2019-12-27,0.04588
2019-12-30,0.0459
2020-01-03,0.04624
2020-01-06,0.04611
2020-01-08,0.046525
2020-01-09,0.047075
2020-01-10,0.0476
2020-01-13,0.04806
2020-01-14,0.04726
2020-01-15,0.046805
2020-01-16,0.047825
2020-01-17,0.048035
2020-01-20,0.048015
2020-01-21,0.04981
2020-01-22,0.04897
2020-01-23,0.0485
2020-01-24,0.048
2020-01-27,0.04682
2020-01-28,0.0472
2020-01-29,0.04754
2020-01-30,0.047045
2020-01-31,0.0464
2020-02-03,0.04615
2020-02-04,0.047255
2020-02-05,0.04768
2020-02-06,0.048075
2020-02-07,0.04809
2020-02-10,0.0474
2020-02-11,0.04744
2020-02-12,0.04787
2020-02-13,0.048
2020-02-14,0.047885
2020-02-17,0.048095
2020-02-18,0.047205
2020-02-19,0.04747
2020-02-20,0.04751
2020-02-21,0.04796
2020-02-25,0.047295
2020-02-26,0.04723
2020-02-27,0.04539
2020-02-28,0.04333
2020-03-02,0.043
2020-03-03,0.043255
2020-03-04,0.043155
2020-03-05,0.04307
2020-03-06,0.04122
2020-03-10,0.03745
2020-03-11,0.036355
2020-03-12,0.03112
2020-03-13,0.031575
2020-03-16,0.03015
2020-03-17,0.029735
2020-03-18,0.02814
2020-03-19,0.03057
2020-03-20,0.0315
2020-03-23,0.0316
2020-03-24,0.03288
2020-03-25,0.0328
2020-03-26,0.0325
2020-03-27,0.0311
2020-03-30,0.03165
2020-03-31,0.0326
2020-04-01,0.03203
2020-04-02,0.032175
2020-04-03,0.03208
2020-04-06,0.03367
2020-04-07,0.03437
2020-04-08,0.035
2020-04-09,0.0364
2020-04-10,0.03659
2020-04-13,0.0359
2020-04-14,0.035415
2020-04-15,0.03324
2020-04-16,0.034
2020-04-17,0.0343
2020-04-20,0.033805
2020-04-21,0.0331
2020-04-22,0.034
2020-04-23,0.03427
2020-04-24,0.033705
2020-04-27,0.0339
2020-04-28,0.0345
2020-04-29,0.035195
2020-04-30,0.0349
2020-05-04,0.03486
2020-05-05,0.035475
2020-05-06,0.03531
2020-05-07,0.03553
2020-05-08,0.035375
2020-05-12,0.035185
2020-05-13,0.034205
2020-05-14,0.03431
2020-05-15,0.034215
2020-05-18,0.03499
2020-05-19,0.03483
2020-05-20,0.03521
2020-05-21,0.03496
2020-05-22,0.03467
2020-05-25,0.035005
2020-05-26,0.0351
2020-05-27,0.03539
2020-05-28,0.03597
2020-05-29,0.03631
2020-06-01,0.03664
2020-06-02,0.037175
2020-06-03,0.03798
2020-06-04,0.03715
2020-06-05,0.037595
2020-06-08,0.037695
2020-06-09,0.0377
2020-06-10,0.03758
2020-06-11,0.036745
2020-06-15,0.036845
2020-06-16,0.03688
2020-06-17,0.0365
2020-06-18,0.0359
2020-06-19,0.035255
2020-06-22,0.035565
2020-06-23,0.03554
2020-06-25,0.0356
2020-06-26,0.03515
2020-06-29,0.035485
2020-06-30,0.03505
2020-07-02,0.03541
2020-07-03,0.03567
2020-07-06,0.03608
2020-07-07,0.035735
2020-07-08,0.03551
2020-07-09,0.035175
2020-07-10,0.035235
2020-07-13,0.035
2020-07-14,0.034915
2020-07-15,0.034995
2020-07-16,0.03481
2020-07-17,0.0348
2020-07-20,0.0371
2020-07-21,0.03807
2020-07-22,0.03789
2020-07-23,0.037465
2020-07-24,0.03795
2020-07-27,0.03921
2020-07-28,0.038905
2020-07-29,0.03924
2020-07-30,0.03861
2020-07-31,0.038755
2020-08-03,0.040125
2020-08-04,0.040385
2020-08-05,0.03855
2020-08-06,0.03783
2020-08-07,0.03672
2020-08-10,0.036755
2020-08-11,0.03693
2020-08-12,0.03768
2020-08-13,0.03764
2020-08-14,0.03772
2020-08-17,0.03761
2020-08-18,0.037355
2020-08-19,0.037445
2020-08-20,0.03697
2020-08-21,0.03636
2020-08-24,0.036315
2020-08-25,0.03585
2020-08-26,0.036065
2020-08-27,0.03609
2020-08-28,0.03595
2020-08-31,0.035375
2020-09-01,0.036065
2020-09-02,0.035555
2020-09-03,0.03508
2020-09-04,0.035335
2020-09-07,0.03521
2020-09-08,0.034825
2020-09-09,0.03503
2020-09-10,0.03515
2020-09-11,0.03542
2020-09-14,0.0358
2020-09-15,0.036185
2020-09-16,0.035795
2020-09-17,0.035705
2020-09-18,0.03549
2020-09-21,0.034855
2020-09-22,0.034635
2020-09-23,0.034355
2020-09-24,0.034275
2020-09-25,0.034225
2020-09-28,0.034495
2020-09-29,0.03458
2020-09-30,0.034475
2020-10-01,0.03425
2020-10-02,0.033835
2020-10-05,0.03375
2020-10-06,0.03379
2020-10-07,0.033405
2020-10-08,0.033395
2020-10-09,0.033205
2020-10-12,0.03323
2020-10-13,0.03304
2020-10-14,0.033225
2020-10-15,0.032655
2020-10-16,0.03202
2020-10-19,0.031725
2020-10-20,0.03389
2020-10-21,0.0336
2020-10-22,0.03464
2020-10-23,0.034785
2020-10-26,0.034115
2020-10-27,0.033435
2020-10-28,0.032225
2020-10-29,0.03276
2020-10-30,0.032665
2020-11-02,0.032865
2020-11-03,0.032955
2020-11-05,0.033645
2020-11-06,0.033605
2020-11-09,0.03439
2020-11-10,0.03464
2020-11-11,0.03414
2020-11-12,0.035935
2020-11-13,0.0366
2020-11-16,0.0372
2020-11-17,0.0362
2020-11-18,0.03605
2020-11-19,0.0361
2020-11-20,0.036545
2020-11-23,0.03653
2020-11-24,0.036935
2020-11-25,0.03682
2020-11-26,0.037
2020-11-27,0.037765
2020-11-30,0.03721
2020-12-01,0.0377
2020-12-02,0.03797
2020-12-03,0.037755
2020-12-04,0.037835
2020-12-07,0.03749
2020-12-08,0.03748
2020-12-09,0.03732
2020-12-10,0.03803
2020-12-11,0.037945
2020-12-14,0.03783
2020-12-15,0.037765
2020-12-16,0.038315
2020-12-17,0.03835
2020-12-18,0.03815
2020-12-21,0.03718
2020-12-22,0.037205
2020-12-23,0.037945
2020-12-24,0.03783
2020-12-25,0.03795
2020-12-28,0.03801
2020-12-29,0.037755
2020-12-30,0.037895
2021-01-04,0.037925
2021-01-05,0.038445
2021-01-06,0.038235
2021-01-08,0.03894
2021-01-11,0.03989
2021-01-12,0.040175
2021-01-13,0.039735
2021-01-14,0.039875
2021-01-15,0.03956
2021-01-18,0.03916
2021-01-19,0.038645
2021-01-20,0.03879
2021-01-21,0.03787
2021-01-22,0.03737
2021-01-25,0.03772
2021-01-26,0.03772
2021-01-27,0.037065
2021-01-28,0.03709
2021-01-29,0.036635
2021-02-01,0.036945
2021-02-02,0.036945
2021-02-03,0.037
2021-02-04,0.03738
2021-02-05,0.037885
2021-02-08,0.038285
2021-02-09,0.037805
2021-02-10,0.03737
2021-02-11,0.03747
2021-02-12,0.037685
2021-02-15,0.03808
2021-02-16,0.03789
2021-02-17,0.03768
2021-02-18,0.03694
2021-02-19,0.03738
2021-02-20,0.03731
2021-02-22,0.03735
2021-02-24,0.03748
2021-02-25,0.037415
2021-02-26,0.037075
2021-03-01,0.037385
2021-03-02,0.037605
2021-03-03,0.037445
2021-03-04,0.036975
2021-03-05,0.03759
2021-03-09,0.038465
2021-03-10,0.03831
2021-03-11,0.038265
2021-03-12,0.038175
2021-03-15,0.03857
2021-03-16,0.038765
2021-03-17,0.038215
2021-03-18,0.03761
2021-03-19,0.03785
2021-03-22,0.03816
2021-03-23,0.0378
2021-03-24,0.037915
2021-03-25,0.03805
2021-03-26,0.03838
2021-03-29,0.038785
2021-03-30,0.03986
2021-03-31,0.042715
2021-04-01,0.04258
2021-04-02,0.042855
2021-04-05,0.044375
2021-04-06,0.0429
2021-04-07,0.0441
2021-04-08,0.044055
2021-04-09,0.04375
2021-04-12,0.04402
2021-04-13,0.04548
2021-04-14,0.04676
2021-04-15,0.046355
2021-04-16,0.047475
2021-04-19,0.04642
2021-04-20,0.046825
2021-04-21,0.04786
2021-04-22,0.048
2021-04-23,0.05136
2021-04-26,0.051315
2021-04-27,0.051295
2021-04-28,0.05033
2021-04-29,0.05001
2021-04-30,0.0516
2021-05-04,0.054695
2021-05-05,0.054125
2021-05-06,0.054285
2021-05-07,0.052725
2021-05-10,0.050895
2021-05-11,0.04958
