date,close
2016-09-19,361.2
2016-09-20,358.8
2016-09-21,360.0
2016-09-22,360.45
2016-09-23,356.05
2016-09-26,350.35
2016-09-27,341.0
2016-09-28,341.3
2016-09-29,349.2
2016-09-30,342.8
2016-10-03,346.0
2016-10-04,346.6
2016-10-05,341.7
2016-10-06,343.4
2016-10-07,341.5
2016-10-10,361.0
2016-10-11,362.05
2016-10-12,363.15
2016-10-13,359.4
2016-10-14,353.85
2016-10-17,348.0
2016-10-18,345.75
2016-10-19,345.1
2016-10-20,342.8
2016-10-21,344.3
2016-10-24,347.75
2016-10-25,348.7
2016-10-26,347.6
2016-10-27,346.7
2016-10-28,349.9
2016-10-31,347.65
2016-11-01,354.8
2016-11-02,348.15
2016-11-03,342.0
2016-11-07,341.0
2016-11-08,340.5
2016-11-09,347.6
2016-11-10,351.05
2016-11-11,342.1
2016-11-14,337.7
2016-11-15,338.0
2016-11-16,339.25
2016-11-17,338.15
2016-11-18,337.0
2016-11-21,340.55
2016-11-22,341.8
2016-11-23,347.45
2016-11-24,346.55
2016-11-25,341.5
2016-11-28,336.6
2016-11-29,336.75
2016-11-30,340.2
2016-12-01,338.5
2016-12-02,340.0
2016-12-05,351.5
2016-12-06,352.65
2016-12-07,356.25
2016-12-08,375.85
2016-12-09,370.8
2016-12-12,388.15
2016-12-13,397.8
2016-12-14,403.05
2016-12-15,400.45
2016-12-16,410.5
2016-12-19,402.6
2016-12-20,400.15
2016-12-21,399.65
2016-12-22,391.6
2016-12-23,382.85
2016-12-26,388.65
2016-12-27,398.0
2016-12-28,398.2
2016-12-29,398.8
2016-12-30,402.8
2017-01-03,419.5
2017-01-04,406.4
2017-01-05,399.0
2017-01-06,392.5
2017-01-09,394.0
2017-01-10,404.4
2017-01-11,397.5
2017-01-12,390.95
2017-01-13,388.0
2017-01-16,392.2
2017-01-17,391.7
2017-01-18,387.0
2017-01-19,380.75
2017-01-20,387.5
2017-01-23,390.2
2017-01-24,388.15
2017-01-25,383.7
2017-01-26,389.0
2017-01-27,402.0
2017-01-30,399.0
2017-01-31,400.6
2017-02-01,401.5
2017-02-02,397.3
2017-02-03,397.85
2017-02-06,394.0
2017-02-07,389.7
2017-02-08,378.05
2017-02-09,379.8
2017-02-10,377.6
2017-02-13,379.0
2017-02-14,369.85
2017-02-15,360.0
2017-02-16,362.0
2017-02-17,354.0
2017-02-20,349.0
2017-02-21,354.0
2017-02-22,347.0
2017-02-24,343.0
2017-02-27,331.05
2017-02-28,331.1
2017-03-01,341.8
2017-03-02,336.6
2017-03-03,336.5
2017-03-06,332.0
2017-03-07,329.1
2017-03-09,318.85
2017-03-10,315.0
2017-03-13,318.25
2017-03-14,315.4
2017-03-15,314.7
2017-03-16,313.95
2017-03-17,314.45
2017-03-20,311.15
2017-03-21,316.0
2017-03-22,320.35
2017-03-23,317.95
2017-03-24,315.65
2017-03-27,309.8
2017-03-28,314.6
2017-03-29,322.2
2017-03-30,328.7
2017-03-31,323.5
2017-04-03,328.4
2017-04-04,331.7
2017-04-05,338.2
2017-04-06,337.95
2017-04-07,335.95
2017-04-10,327.2
2017-04-11,330.5
2017-04-12,325.1
2017-04-13,321.9
2017-04-14,315.75
2017-04-17,323.25
2017-04-18,318.4
2017-04-19,315.05
2017-04-20,316.6
2017-04-21,317.4
2017-04-24,320.3
2017-04-25,320.15
2017-04-26,326.05
2017-04-27,318.35
2017-04-28,317.25
2017-05-02,316.0
2017-05-03,311.65
2017-05-04,310.0
2017-05-05,312.45
2017-05-10,315.05
2017-05-11,312.35
2017-05-12,307.5
2017-05-15,314.15
2017-05-16,312.9
2017-05-17,311.55
2017-05-18,305.0
2017-05-19,306.1
2017-05-22,307.3
2017-05-23,312.4
2017-05-24,307.0
2017-05-25,306.4
2017-05-26,304.0
2017-05-29,307.25
2017-05-30,305.0
2017-05-31,301.55
2017-06-01,301.45
2017-06-02,301.0
2017-06-05,305.0
2017-06-06,302.55
2017-06-07,308.0
2017-06-08,307.5
2017-06-09,306.0
2017-06-13,312.15
2017-06-14,304.3
2017-06-15,301.6
2017-06-16,306.5
2017-06-19,311.0
2017-06-20,316.0
2017-06-21,318.4
2017-06-22,319.0
2017-06-23,322.0
2017-06-26,321.0
2017-06-27,327.3
2017-06-28,332.4
2017-06-29,333.0
2017-06-30,323.0
2017-07-03,329.4
2017-07-04,332.4
2017-07-05,327.2
2017-07-06,324.5
2017-07-07,317.8
2017-07-10,320.5
2017-07-11,319.6
2017-07-12,320.55
2017-07-13,318.0
2017-07-14,318.0
2017-07-17,315.9
2017-07-18,315.1
2017-07-19,318.5
2017-07-20,317.85
2017-07-21,317.4
2017-07-24,313.3
2017-07-25,314.15
2017-07-26,310.0
2017-07-27,310.0
2017-07-28,305.9
2017-07-31,311.3
2017-08-01,316.1
2017-08-02,322.0
2017-08-03,317.0
2017-08-04,316.0
2017-08-07,316.25
2017-08-08,315.0
2017-08-09,309.25
2017-08-10,305.0
2017-08-11,303.95
2017-08-14,305.0
2017-08-15,304.9
2017-08-16,302.05
2017-08-17,301.75
2017-08-18,300.05
2017-08-21,301.1
2017-08-22,300.95
2017-08-23,303.2
2017-08-24,301.0
2017-08-25,301.5
2017-08-28,300.95
2017-08-29,301.0
2017-08-30,307.0
2017-08-31,304.0
2017-09-01,304.1
2017-09-04,302.6
2017-09-05,302.85
2017-09-06,303.0
2017-09-07,306.0
2017-09-08,314.95
2017-09-11,314.2
2017-09-12,314.6
2017-09-13,314.75
2017-09-14,319.3
2017-09-15,319.7
2017-09-18,318.0
2017-09-19,313.0
2017-09-20,315.0
2017-09-21,316.7
2017-09-22,316.7
2017-09-25,321.55
2017-09-26,323.45
2017-09-27,324.5
2017-09-28,321.9
2017-09-29,318.95
2017-10-02,315.0
2017-10-03,316.15
2017-10-04,318.3
2017-10-05,319.95
2017-10-06,320.6
2017-10-09,319.1
2017-10-10,319.3
2017-10-11,320.5
2017-10-12,319.15
2017-10-13,320.0
2017-10-16,324.85
2017-10-17,328.0
2017-10-18,326.1
2017-10-19,321.55
2017-10-20,321.8
2017-10-23,316.5
2017-10-24,316.8
2017-10-25,312.7
2017-10-26,311.15
2017-10-27,322.0
2017-10-30,321.0
2017-10-31,318.7
2017-11-01,323.1
2017-11-02,318.5
2017-11-03,317.8
2017-11-07,329.95
2017-11-08,333.05
2017-11-09,336.9
2017-11-10,329.35
2017-11-13,325.0
2017-11-14,314.3
2017-11-15,302.2
2017-11-16,303.5
2017-11-17,300.7
2017-11-20,300.05
2017-11-21,299.8
2017-11-22,302.0
2017-11-23,302.3
2017-11-24,303.8
2017-11-27,299.9
2017-11-28,301.3
2017-11-29,294.45
2017-11-30,293.6
2017-12-01,292.0
2017-12-04,292.7
2017-12-05,293.4
2017-12-06,292.4
2017-12-07,292.5
2017-12-08,293.75
2017-12-11,297.55
2017-12-12,303.1
2017-12-13,298.85
2017-12-14,300.7
2017-12-15,299.65
2017-12-18,296.5
2017-12-19,293.65
2017-12-20,293.3
2017-12-21,293.8
2017-12-22,293.75
2017-12-25,298.0
2017-12-26,296.55
2017-12-27,295.45
2017-12-28,289.85
2017-12-29,291.5
2018-01-03,297.95
2018-01-04,307.0
2018-01-05,311.95
2018-01-09,315.1
2018-01-10,317.75
2018-01-11,325.0
2018-01-12,324.35
2018-01-15,319.95
2018-01-16,317.5
2018-01-17,326.5
2018-01-18,333.1
2018-01-19,328.0
2018-01-22,332.95
2018-01-23,335.0
2018-01-24,344.5
2018-01-25,351.5
2018-01-26,351.8
2018-01-29,346.35
2018-01-30,342.1
2018-01-31,343.2
