date,TATNP
2021-09-09,449.0
2021-09-10,446.9
2021-09-13,454.7
2021-09-14,462.8
2021-09-15,473.9
2021-09-16,470.5
2021-09-17,468.5
2021-09-20,456.5
2021-09-21,460.3
2021-09-22,470.0
2021-09-23,472.0
2021-09-24,467.9
2021-09-27,487.8
2021-09-28,481.4
2021-09-29,480.8
2021-09-30,484.0
2021-10-01,489.9
2021-10-04,494.8
2021-10-05,528.9
2021-10-06,519.9
2021-10-07,522.9
2021-10-08,525.5
2021-10-11,518.0
2021-10-12,526.1
2021-10-13,519.6
2021-10-14,518.2
2021-10-15,524.6
2021-10-18,523.0
2021-10-19,525.7
2021-10-20,532.0
2021-10-21,516.0
2021-10-22,515.9
2021-10-25,523.5
2021-10-26,517.5
2021-10-27,502.7
2021-10-28,503.4
2021-10-29,489.3
2021-11-01,500.1
2021-11-02,494.5
2021-11-03,487.7
2021-11-05,489.5
2021-11-08,497.2
2021-11-09,492.5
2021-11-10,487.0
2021-11-11,490.5
2021-11-12,482.9
2021-11-15,480.0
2021-11-16,483.1
2021-11-17,476.9
2021-11-18,467.1
2021-11-19,455.3
2021-11-22,449.8
2021-11-23,454.7
2021-11-24,456.4
2021-11-25,451.4
2021-11-26,428.5
2021-11-29,438.4
2021-11-30,439.3
2021-12-01,440.0
2021-12-02,460.9
2021-12-03,447.4
2021-12-06,445.0
2021-12-07,450.8
2021-12-08,447.1
2021-12-09,446.9
2021-12-10,440.0
2021-12-13,418.3
2021-12-14,426.6
2021-12-15,438.9
2021-12-16,443.2
2021-12-17,449.0
2021-12-20,444.8
2021-12-21,446.6
2021-12-22,450.4
2021-12-23,445.5
2021-12-24,446.1
2021-12-27,451.9
2021-12-28,455.7
2021-12-29,456.4
2021-12-30,462.8
2022-01-03,472.1
2022-01-04,473.8
2022-01-05,453.0
2022-01-06,459.0
2022-01-10,460.0
2022-01-11,466.4
2022-01-12,469.1
2022-01-13,453.9
2022-01-14,452.7
2022-01-17,451.9
2022-01-18,433.8
2022-01-19,449.0
2022-01-20,439.1
2022-01-21,433.9
2022-01-24,414.7
2022-01-25,418.8
2022-01-26,414.0
2022-01-27,431.9
2022-01-28,447.8
2022-01-31,453.5
2022-02-01,445.0
2022-02-02,442.5
2022-02-03,437.6
2022-02-04,445.0
2022-02-07,442.8
2022-02-08,448.1
2022-02-09,456.4
2022-02-10,449.5
2022-02-11,432.8
2022-02-14,433.9
2022-02-15,450.7
2022-02-16,455.1
2022-02-17,441.5
2022-02-18,433.3
2022-02-21,372.9
2022-02-22,399.6
2022-02-24,273.6
2022-02-25,313.1
2022-03-24,329.0
2022-03-25,318.5
2022-03-28,318.0
2022-03-29,336.7
2022-03-30,351.8
2022-03-31,356.3
2022-04-01,368.1
2022-04-04,363.8
2022-04-05,353.9
2022-04-06,347.0
2022-04-07,342.0
2022-04-08,339.2
2022-04-11,340.2
2022-04-12,342.5
2022-04-13,343.1
2022-04-14,332.1
2022-04-15,327.9
2022-04-18,319.2
2022-04-19,308.1
2022-04-20,315.1
2022-04-21,308.6
2022-04-22,310.4
2022-04-25,319.2
2022-04-26,346.3
2022-04-27,343.9
2022-04-28,343.4
2022-04-29,357.0
2022-05-04,344.6
2022-05-05,343.8
2022-05-06,338.2
2022-05-11,345.0
2022-05-12,330.0
2022-05-13,334.8
2022-05-16,340.8
2022-05-17,355.0
2022-05-18,365.0
2022-05-19,364.0
2022-05-20,366.8
2022-05-23,338.1
2022-05-24,334.5
2022-05-25,345.8
2022-05-26,354.4
2022-05-27,362.5
2022-05-30,362.9
2022-05-31,353.2
2022-06-01,356.4
2022-06-02,354.0
2022-06-03,347.8
2022-06-06,346.0
2022-06-07,349.8
2022-06-08,359.0
2022-06-09,357.3
2022-06-10,364.9
2022-06-14,365.0
2022-06-15,370.0
2022-06-16,389.1
2022-06-17,391.9
2022-06-20,416.0
2022-06-21,406.9
2022-06-22,401.6
2022-06-23,406.4
2022-06-24,405.9
2022-06-27,410.0
2022-06-28,404.5
2022-06-29,402.1
2022-06-30,398.9
2022-07-01,380.0
2022-07-04,383.0
2022-07-05,382.5
2022-07-06,383.8
2022-07-07,365.3
2022-07-08,361.9
2022-07-11,355.9
2022-07-12,347.4
2022-07-13,340.9
2022-07-14,332.8
2022-07-15,347.0
2022-07-18,348.2
2022-07-19,342.0
2022-07-20,344.2
2022-07-21,341.3
2022-07-22,344.0
2022-07-25,346.0
2022-07-26,358.3
2022-07-27,366.5
2022-07-28,370.3
2022-07-29,376.1
2022-08-01,374.8
2022-08-02,371.1
2022-08-03,374.0
2022-08-04,374.0
2022-08-05,362.1
2022-08-08,366.1
2022-08-09,394.1
2022-08-10,400.0
2022-08-11,398.3
2022-08-12,405.1
2022-08-15,396.7
2022-08-16,416.0
2022-08-17,414.0
2022-08-18,415.0
2022-08-19,409.2
2022-08-22,414.0
2022-08-23,415.9
2022-08-24,414.9
2022-08-25,412.9
2022-08-26,415.0
2022-08-29,418.0
2022-08-30,418.9
2022-08-31,418.0
2022-09-01,415.0
2022-09-02,418.4
2022-09-05,418.0
2022-09-06,410.9
2022-09-07,410.0
2022-09-08,408.0
2022-09-09,408.3
2022-09-12,415.8
2022-09-13,413.7
2022-09-14,413.0
2022-09-15,414.0
2022-09-16,412.9
2022-09-19,412.9
2022-09-20,385.0
2022-09-21,361.0
2022-09-22,386.0
2022-09-23,370.1
2022-09-26,340.9
2022-09-27,349.8
2022-09-28,349.0
2022-09-29,344.2
2022-09-30,356.2
2022-10-03,372.5
2022-10-04,371.0
2022-10-05,369.7
2022-10-06,373.4
2022-10-07,354.9
2022-10-10,333.6
2022-10-11,339.4
2022-10-12,335.0
2022-10-13,334.3
2022-10-14,334.3
2022-10-17,344.7
2022-10-18,339.5
2022-10-19,338.5
2022-10-20,339.0
2022-10-21,342.7
2022-10-24,348.0
2022-10-25,357.4
2022-10-26,358.7
2022-10-27,361.5
2022-10-28,363.5
2022-10-31,366.5
2022-11-01,370.0
2022-11-02,370.6
2022-11-03,372.3
2022-11-07,380.5
2022-11-08,377.3
2022-11-09,372.8
2022-11-10,375.0
2022-11-11,370.8
2022-11-14,369.9
2022-11-15,365.5
2022-11-16,367.0
2022-11-17,357.6
2022-11-18,355.9
2022-11-21,352.4
2022-11-22,353.1
2022-11-23,354.2
2022-11-24,354.4
2022-11-25,355.5
2022-11-28,353.1
2022-11-29,353.4
2022-11-30,352.7
2022-12-01,351.0
2022-12-02,350.7
2022-12-05,353.0
2022-12-06,349.5
2022-12-07,348.8
2022-12-08,347.8
2022-12-09,348.6
2022-12-12,347.5
2022-12-13,346.9
2022-12-14,343.2
2022-12-15,338.8
2022-12-16,342.0
2022-12-19,338.5
2022-12-20,343.7
2022-12-21,341.8
2022-12-22,342.2
2022-12-23,339.9
2022-12-26,341.5
2022-12-27,341.3
2022-12-28,340.0
2022-12-29,340.1
2022-12-30,341.4
2023-01-03,344.9
2023-01-04,345.5
2023-01-05,344.3
2023-01-06,344.3
2023-01-09,339.3
2023-01-10,336.7
2023-01-11,337.1
2023-01-12,337.5
2023-01-13,338.7
2023-01-16,339.4
2023-01-17,337.1
2023-01-18,336.5
2023-01-19,333.7
2023-01-20,332.2
2023-01-23,333.4
2023-01-24,332.4
2023-01-25,330.5
2023-01-26,327.2
2023-01-27,327.0
2023-01-30,327.3
2023-01-31,326.8
2023-02-01,324.7
2023-02-02,322.0
2023-02-03,321.7
2023-02-06,323.2
2023-02-07,322.6
2023-02-08,324.8
2023-02-09,324.6
2023-02-10,323.4
2023-02-13,326.3
2023-02-14,325.6
2023-02-15,314.5
2023-02-16,317.3
2023-02-17,319.0
2023-02-20,317.1
2023-02-21,320.6
2023-02-22,319.7
2023-02-24,319.6
2023-02-27,322.9
2023-02-28,332.2
2023-03-01,337.9
2023-03-02,332.2
2023-03-03,337.4
2023-03-06,339.0
2023-03-07,336.4
2023-03-09,335.4
2023-03-10,333.9
2023-03-13,333.0
2023-03-14,336.6
2023-03-15,334.6
2023-03-16,335.6
2023-03-17,345.1
2023-03-20,354.5
2023-03-21,351.1
2023-03-22,350.7
2023-03-23,350.0
2023-03-24,351.4
2023-03-27,363.3
2023-03-28,364.7
2023-03-29,365.3
2023-03-30,371.2
2023-03-31,369.5
2023-04-03,379.5
2023-04-04,375.5
2023-04-05,380.4
2023-04-06,385.4
2023-04-07,394.2
2023-04-10,397.6
2023-04-11,391.5
2023-04-12,394.0
2023-04-13,393.6
2023-04-14,393.3
2023-04-17,398.3
2023-04-18,400.5
2023-04-19,394.7
2023-04-20,407.9
2023-04-21,406.7
2023-04-24,412.5
2023-04-25,410.3
2023-04-26,409.0
2023-04-27,413.9
2023-04-28,406.5
2023-05-02,399.4
2023-05-03,384.3
2023-05-04,390.1
2023-05-05,385.5
2023-05-08,392.4
2023-05-10,404.5
2023-05-11,401.3
2023-05-12,403.1
2023-05-15,408.0
2023-05-16,410.2
2023-05-17,408.3
2023-05-18,415.1
2023-05-19,413.0
2023-05-22,418.2
2023-05-23,427.4
2023-05-24,429.3
2023-05-25,427.7
2023-05-26,431.0
2023-05-29,443.1
2023-05-30,440.1
2023-05-31,444.3
2023-06-01,450.0
2023-06-02,461.5
2023-06-05,472.5
2023-06-06,474.1
2023-06-07,470.3
2023-06-08,470.1
2023-06-09,472.9
2023-06-13,480.4
2023-06-14,488.8
2023-06-15,509.0
2023-06-16,507.1
2023-06-19,502.2
2023-06-20,501.2
2023-06-21,499.7
2023-06-22,501.7
2023-06-23,495.9
2023-06-26,496.5
2023-06-27,496.5
2023-06-28,498.1
2023-06-29,504.3
2023-06-30,501.5
2023-07-03,498.0
2023-07-04,491.6
2023-07-05,498.0
2023-07-06,495.0
2023-07-07,493.9
2023-07-10,484.6
2023-07-11,487.6
2023-07-12,491.3
2023-07-13,492.6
2023-07-14,492.3
2023-07-17,492.3
2023-07-18,494.7
2023-07-19,492.7
2023-07-20,485.7
2023-07-21,492.4
2023-07-24,497.4
2023-07-25,505.6
2023-07-26,501.7
2023-07-27,504.1
2023-07-28,509.6
2023-07-31,515.5
2023-08-01,516.0
2023-08-02,523.8
2023-08-03,530.8
2023-08-04,525.1
2023-08-07,539.2
2023-08-08,542.1
2023-08-09,548.6
2023-08-10,553.8
2023-08-11,559.9
2023-08-14,564.8
2023-08-15,564.2
2023-08-16,556.5
2023-08-17,559.8
2023-08-18,567.6
2023-08-21,573.9
2023-08-22,579.4
2023-08-23,567.4
2023-08-24,574.6
2023-08-25,579.6
2023-08-28,582.3
2023-08-29,584.6
2023-08-30,587.0
2023-08-31,584.6
2023-09-01,586.5
2023-09-04,592.7
2023-09-05,598.4
2023-09-06,600.6
2023-09-07,590.9
2023-09-08,586.1
2023-09-11,582.5
2023-09-12,594.6
2023-09-13,592.3
2023-09-14,589.3
2023-09-15,596.4
2023-09-18,604.6
2023-09-19,599.8
2023-09-20,600.4
2023-09-21,588.0
2023-09-22,597.3
2023-09-25,594.3
2023-09-26,593.0
2023-09-27,602.1
2023-09-28,608.8
2023-09-29,614.3
2023-10-02,629.2
2023-10-03,634.5
2023-10-04,633.7
2023-10-05,633.7
2023-10-06,638.1
2023-10-09,644.3
2023-10-10,649.6
2023-10-11,618.7
2023-10-12,619.0
2023-10-13,629.6
2023-10-16,630.2
2023-10-17,629.0
2023-10-18,630.7
2023-10-19,628.0
2023-10-20,625.1
2023-10-23,621.8
2023-10-24,620.0
2023-10-25,619.1
2023-10-26,613.8
2023-10-27,617.4
2023-10-30,615.8
2023-10-31,599.5
2023-11-01,599.4
2023-11-02,594.2
2023-11-03,588.7
2023-11-06,601.2
2023-11-07,598.8
2023-11-08,607.3
2023-11-09,604.2
2023-11-10,609.1
2023-11-13,608.0
2023-11-14,609.9
2023-11-15,609.6
2023-11-16,598.9
2023-11-17,615.0
2023-11-20,614.8
2023-11-21,629.5
2023-11-22,638.8
2023-11-23,639.7
2023-11-24,647.9
2023-11-27,638.4
2023-11-28,639.2
2023-11-29,637.4
2023-11-30,635.8
2023-12-01,629.7
2023-12-04,620.6
2023-12-05,632.9
2023-12-06,621.4
2023-12-07,624.0
2023-12-08,632.4
2023-12-11,622.3
2023-12-12,621.6
2023-12-13,625.6
2023-12-14,615.1
2023-12-15,633.2
2023-12-18,641.7
2023-12-19,653.0
2023-12-20,658.6
2023-12-21,656.5
2023-12-22,660.9
2023-12-25,676.2
2023-12-26,692.9
2023-12-27,719.9
2023-12-28,709.0
2023-12-29,707.9
2024-01-03,720.7
2024-01-04,725.9
2024-01-05,724.7
2024-01-08,720.4
2024-01-09,686.5
2024-01-10,694.9
2024-01-11,692.9
2024-01-12,698.6
2024-01-15,699.0
2024-01-16,697.0
2024-01-17,697.1
2024-01-18,696.5
2024-01-19,691.2
2024-01-22,692.5
2024-01-23,693.5
2024-01-24,690.5
2024-01-25,689.0
2024-01-26,692.6
2024-01-29,694.6
2024-01-30,691.9
2024-01-31,702.0
2024-02-01,704.9
2024-02-02,706.0
2024-02-05,707.8
2024-02-06,709.2
2024-02-07,712.4
2024-02-08,707.1
2024-02-09,711.3
2024-02-12,710.3
2024-02-13,710.0
2024-02-14,706.1
2024-02-15,707.8
2024-02-16,707.1
2024-02-19,700.3
2024-02-20,689.2
2024-02-21,684.5
2024-02-22,690.9
2024-02-26,698.6
2024-02-27,691.2
2024-02-28,694.8
2024-02-29,709.4
2024-03-01,713.8
2024-03-04,724.2
2024-03-05,724.9
2024-03-06,735.3
2024-03-07,738.8
2024-03-11,742.5
2024-03-12,743.7
2024-03-13,737.7
2024-03-14,744.8
2024-03-15,723.9
2024-03-18,713.5
2024-03-19,703.3
2024-03-20,696.2
2024-03-21,701.7
2024-03-22,690.0
2024-03-25,686.5
2024-03-26,692.4
2024-03-27,691.8
2024-03-28,686.7
2024-03-29,694.1
2024-04-01,711.1
2024-04-02,710.3
2024-04-03,707.0
2024-04-04,710.4
2024-04-05,710.7
2024-04-08,712.2
2024-04-09,707.0
2024-04-10,710.7
2024-04-11,709.5
2024-04-12,716.9
2024-04-15,738.3
2024-04-16,727.7
2024-04-17,719.0
2024-04-18,714.3
2024-04-19,719.1
2024-04-22,715.5
2024-04-23,722.3
2024-04-24,720.5
2024-04-25,721.6
2024-04-26,717.9
2024-04-27,719.9
2024-04-29,720.8
2024-04-30,718.2
2024-05-02,719.3
2024-05-03,716.9
2024-05-06,714.5
2024-05-07,715.2
2024-05-08,721.2
2024-05-10,725.6
2024-05-13,728.0
2024-05-14,726.1
2024-05-15,736.3
2024-05-16,747.7
2024-05-17,743.0
2024-05-20,732.2
2024-05-21,728.7
2024-05-22,739.2
2024-05-23,737.0
2024-05-24,723.3
2024-05-27,706.1
2024-05-28,705.9
2024-05-29,712.0
2024-05-30,696.0
2024-05-31,680.8
2024-06-03,675.9
2024-06-04,684.0
2024-06-05,680.1
2024-06-06,680.5
2024-06-07,681.8
2024-06-10,676.6
2024-06-11,680.0
2024-06-13,665.4
2024-06-14,682.4
2024-06-17,676.8
2024-06-18,667.3
2024-06-19,636.1
2024-06-20,666.4
2024-06-21,666.9
2024-06-24,662.2
2024-06-25,676.1
2024-06-26,688.5
2024-06-27,682.9
2024-06-28,683.4
2024-07-01,690.5
2024-07-02,691.3
2024-07-03,685.2
2024-07-04,676.7
2024-07-05,667.2
2024-07-08,673.9
2024-07-09,639.1
2024-07-10,613.0
2024-07-11,635.0
2024-07-12,639.7
2024-07-15,626.7
2024-07-16,637.4
2024-07-17,632.3
2024-07-18,639.6
2024-07-19,643.2
2024-07-22,651.1
2024-07-23,651.4
2024-07-24,655.0
2024-07-25,651.5
2024-07-26,643.2
2024-07-29,635.6
2024-07-30,634.0
2024-07-31,625.7
2024-08-01,618.6
2024-08-02,607.7
2024-08-05,594.4
2024-08-06,594.2
2024-08-07,612.9
2024-08-08,600.6
2024-08-09,597.9
2024-08-12,598.9
2024-08-13,605.9
2024-08-14,613.0
2024-08-15,608.3
2024-08-16,600.3
2024-08-19,591.0
2024-08-20,586.8
2024-08-21,601.4
2024-08-22,596.8
2024-08-23,592.9
2024-08-26,605.8
2024-08-27,607.4
2024-08-28,601.6
2024-08-29,596.7
2024-08-30,587.4
2024-09-02,562.6
2024-09-03,559.0
2024-09-04,576.1
2024-09-05,574.4
2024-09-06,586.7
2024-09-09,604.9
2024-09-10,593.4
2024-09-11,587.9
2024-09-12,587.1
2024-09-13,601.7
2024-09-16,617.9
2024-09-17,629.0
2024-09-18,621.6
2024-09-19,619.7
2024-09-20,628.3
2024-09-23,639.2
2024-09-24,640.3
2024-09-25,637.8
2024-09-26,635.1
2024-09-27,639.3
2024-09-30,639.6
2024-10-01,642.2
2024-10-02,648.5
2024-10-03,644.1
2024-10-04,653.9
2024-10-07,660.0
2024-10-08,621.1
2024-10-09,609.8
2024-10-10,615.7
2024-10-11,611.2
2024-10-14,609.0
2024-10-15,607.1
2024-10-16,601.2
2024-10-17,592.2
2024-10-18,594.2
2024-10-21,593.5
2024-10-22,591.2
2024-10-23,586.3
2024-10-24,584.4
2024-10-25,571.3
2024-10-28,541.8
2024-10-29,546.0
2024-10-30,537.9
2024-10-31,535.6
2024-11-01,535.1
2024-11-02,549.5
2024-11-05,548.1
2024-11-06,568.0
2024-11-07,577.3
2024-11-08,593.4
2024-11-11,592.5
2024-11-12,592.8
2024-11-13,581.9
2024-11-14,568.5
2024-11-15,575.4
2024-11-18,561.4
2024-11-19,544.9
2024-11-20,536.9
2024-11-21,542.9
2024-11-22,540.8
2024-11-25,515.9
2024-11-26,506.1
2024-11-27,518.2
2024-11-28,534.0
2024-11-29,542.7
2024-12-02,548.2
2024-12-03,536.2
2024-12-04,520.6
2024-12-05,547.3
2024-12-06,557.6
2024-12-09,565.5
2024-12-10,560.5
2024-12-11,568.0
2024-12-12,553.2
2024-12-13,562.7
2024-12-16,543.9
2024-12-17,553.7
2024-12-18,564.8
2024-12-19,563.4
2024-12-20,601.3
2024-12-23,633.2
2024-12-24,624.6
2024-12-25,628.5
2024-12-26,630.5
2024-12-27,633.0
2024-12-28,647.5
2024-12-30,680.3
2025-01-03,658.3
2025-01-06,656.3
2025-01-08,645.5
2025-01-09,624.3
2025-01-10,644.2
2025-01-13,652.6
2025-01-14,650.0
2025-01-15,652.4
2025-01-16,658.4
2025-01-17,659.2
2025-01-20,657.5
2025-01-21,662.5
2025-01-22,663.4
2025-01-23,668.4
2025-01-24,666.3
2025-01-27,656.3
2025-01-28,664.9
2025-01-29,664.0
2025-01-30,671.9
2025-01-31,667.0
2025-02-03,667.7
2025-02-04,667.4
2025-02-05,668.5
2025-02-06,673.7
2025-02-07,674.4
2025-02-10,676.6
2025-02-11,679.4
2025-02-12,718.0
2025-02-13,700.9
2025-02-14,693.9
2025-02-17,716.5
2025-02-18,705.3
2025-02-19,713.6
2025-02-20,714.1
2025-02-21,722.6
2025-02-24,714.0
2025-02-25,715.1
2025-02-26,692.3
2025-02-27,674.1
2025-02-28,694.2
2025-03-03,676.3
2025-03-04,680.4
2025-03-05,675.7
2025-03-06,662.1
2025-03-07,658.3
2025-03-10,650.7
2025-03-11,653.2
2025-03-12,649.5
2025-03-13,657.6
2025-03-14,668.2
2025-03-17,670.0
2025-03-18,661.7
2025-03-19,661.2
2025-03-20,656.2
2025-03-21,654.1
2025-03-24,645.8
2025-03-25,655.2
2025-03-26,651.8
2025-03-27,649.0
2025-03-28,642.5
2025-03-31,628.6
2025-04-01,615.0
2025-04-02,628.2
2025-04-03,618.4
2025-04-04,598.8
2025-04-07,611.8
2025-04-08,598.2
2025-04-09,608.1
2025-04-10,630.2
2025-04-11,651.9
2025-04-14,648.6
2025-04-15,646.2
2025-04-16,648.0
2025-04-17,656.9
2025-04-18,653.5
2025-04-21,669.3
2025-04-22,673.6
2025-04-23,666.6
2025-04-24,662.5
2025-04-25,680.5
2025-04-28,683.6
2025-04-29,680.0
2025-04-30,672.7
2025-05-02,661.7
2025-05-05,645.2
2025-05-06,645.4
2025-05-07,652.4
2025-05-08,655.5
2025-05-12,677.1
2025-05-13,675.0
2025-05-14,666.6
2025-05-15,659.8
2025-05-16,663.4
2025-05-19,664.9
2025-05-20,653.4
2025-05-21,649.1
2025-05-22,651.7
2025-05-23,657.9
2025-05-26,649.7
2025-05-27,652.8
2025-05-28,665.6
2025-05-29,668.3
2025-05-30,677.0
2025-06-02,627.6
2025-06-03,638.0
2025-06-04,635.3
2025-06-05,637.2
2025-06-06,629.3
2025-06-09,624.7
2025-06-10,599.3
2025-06-11,603.6
2025-06-13,628.3
2025-06-16,613.8
2025-06-17,627.8
2025-06-18,626.0
2025-06-19,623.3
2025-06-20,621.1
2025-06-23,615.5
2025-06-24,616.7
2025-06-25,621.1
2025-06-26,620.8
2025-06-27,629.0
2025-06-30,629.9
2025-07-01,619.1
2025-07-02,616.6
2025-07-03,612.5
2025-07-04,618.5
2025-07-07,613.3
2025-07-08,603.5
2025-07-09,587.0
2025-07-10,600.8
2025-07-11,579.0
2025-07-14,596.3
2025-07-15,595.1
2025-07-16,602.2
2025-07-17,600.8
2025-07-18,627.6
2025-07-21,628.0
2025-07-22,631.4
2025-07-23,633.7
2025-07-24,633.2
2025-07-25,628.6
2025-07-28,621.3
2025-07-29,610.3
2025-07-30,609.0
2025-07-31,608.1
2025-08-01,610.6
2025-08-04,623.4
2025-08-05,629.1
2025-08-06,643.1
2025-08-07,659.1
2025-08-08,686.3
2025-08-11,686.8
2025-08-12,688.8
2025-08-13,674.1
2025-08-14,688.7
2025-08-15,689.9
2025-08-18,668.4
2025-08-19,660.5
2025-08-20,656.0
2025-08-21,643.2
2025-08-22,636.5
2025-08-25,630.2
2025-08-26,626.1
2025-08-27,623.1
2025-08-28,611.6
2025-08-29,617.7
2025-09-01,616.0
2025-09-02,613.2
2025-09-03,618.9
2025-09-04,619.9
2025-09-05,624.9
2025-09-08,618.9
2025-09-09,620.1
2025-09-10,617.0
2025-09-11,620.1
2025-09-12,613.0
2025-09-15,607.0
2025-09-16,602.2
2025-09-17,600.6
2025-09-18,590.6
2025-09-19,588.2
2025-09-22,590.5
2025-09-23,578.7
2025-09-24,590.1
2025-09-25,590.9
2025-09-26,606.6
2025-09-29,595.1
2025-09-30,590.0
2025-10-01,578.4
2025-10-02,562.8
2025-10-03,546.8
2025-10-06,555.0
2025-10-07,567.9
2025-10-08,547.4
2025-10-09,571.7
2025-10-10,551.9
2025-10-13,562.0
2025-10-14,525.2
2025-10-15,509.7
2025-10-16,546.5
2025-10-17,562.9
2025-10-20,562.9
2025-10-21,555.1
2025-10-22,540.2
2025-10-23,524.5
2025-10-24,516.5
2025-10-27,485.1
2025-10-28,493.7
2025-10-29,507.8
2025-10-30,513.7
2025-10-31,501.8
2025-11-01,508.9
2025-11-03,523.6
2025-11-05,519.3
2025-11-06,513.7
2025-11-07,530.6
2025-11-10,526.3
2025-11-11,530.0
2025-11-12,521.9
2025-11-13,519.5
2025-11-14,517.1
2025-11-17,512.0
2025-11-18,531.2
2025-11-19,559.8
2025-11-20,590.2
2025-11-21,590.9
2025-11-24,562.9
2025-11-25,564.9
2025-11-26,552.0
2025-11-27,537.0
2025-11-28,561.0
2025-12-01,555.4
2025-12-02,556.0
2025-12-03,549.7
2025-12-04,548.4
2025-12-05,566.2
2025-12-08,552.9
2025-12-09,561.9
2025-12-10,559.7
2025-12-11,566.9
2025-12-12,555.2
2025-12-15,564.7
2025-12-16,566.3
2025-12-17,559.9
2025-12-18,550.3
2025-12-19,547.4
2025-12-22,534.8
2025-12-23,534.3
2025-12-24,531.2
2025-12-25,529.4
2025-12-26,541.0
2025-12-29,528.8
2025-12-30,541.9
2026-01-05,540.7
2026-01-06,537.5
2026-01-08,533.0
2026-01-09,527.0
2026-01-12,522.3
2026-01-13,514.1
2026-01-14,521.1
2026-01-15,527.9
2026-01-16,528.0
2026-01-19,526.3
2026-01-20,523.0
2026-01-21,535.4
2026-01-22,534.9
2026-01-23,536.3
2026-01-26,529.5
2026-01-27,537.5
2026-01-28,541.8
2026-01-29,549.1
2026-01-30,545.3
2026-02-02,541.4
2026-02-03,539.2
2026-02-04,538.6
2026-02-05,534.4
2026-02-06,530.0
2026-02-09,524.8
2026-02-10,518.2
2026-02-11,521.3
2026-02-12,522.2
2026-02-13,523.8
2026-02-16,522.8
2026-02-17,523.8
2026-02-18,523.5
2026-02-19,517.0
2026-02-20,518.2
2026-02-24,515.8
2026-02-25,517.8
2026-02-26,515.8
2026-02-27,519.5
2026-03-02,572.1
2026-03-03,581.8
2026-03-04,568.9
2026-03-05,582.5
2026-03-06,599.3
2026-03-09,600.1
2026-03-10,592.4
2026-03-11,586.9
2026-03-12,595.5
2026-03-13,591.0
2026-03-16,589.1
2026-03-17,587.0
2026-03-18,593.6
2026-03-19,602.0
2026-03-20,609.9
2026-03-23,597.1
2026-03-24,598.2
2026-03-25,599.1
2026-03-26,604.6
2026-03-27,613.0
2026-03-30,613.0
2026-03-31,595.9
2026-04-01,587.7
2026-04-02,591.7
2026-04-03,588.5
2026-04-06,588.0
2026-04-07,590.2
2026-04-08,574.9
2026-04-09,570.0
2026-04-10,560.2
2026-04-13,562.0
2026-04-14,551.8
2026-04-15,552.7
2026-04-16,549.6
2026-04-17,535.2
2026-04-20,546.3
2026-04-21,553.7
2026-04-22,560.4
2026-04-23,563.3
2026-04-24,557.7
2026-04-27,569.8
2026-04-28,565.2
2026-04-29,547.6
2026-04-30,549.5
2026-05-04,545.9
2026-05-05,549.0
2026-05-06,536.8
2026-05-07,534.9
2026-05-08,544.0
2026-05-11,549.3
2026-05-12,564.7
2026-05-13,571.9
2026-05-14,571.5
2026-05-15,574.0
2026-05-18,586.9
2026-05-19,586.9
2026-05-20,579.8
2026-05-21,589.3
2026-05-22,583.6
2026-05-25,564.9
2026-05-26,564.4
2026-05-27,564.6
2026-05-28,568.3
2026-05-29,564.0
2026-06-01,571.2
2026-06-02,574.8
2026-06-03,574.6
2026-06-04,571.7
2026-06-05,572.1
2026-06-08,558.9
2026-06-09,561.5
2026-06-10,563.8
2026-06-11,558.4
2026-06-15,540.4
2026-06-16,503.6
2026-06-17,511.0
2026-06-18,494.6
2026-06-19,499.7
2026-06-22,465.0
2026-06-23,471.0
2026-06-24,445.5
2026-06-25,442.9
2026-06-26,466.6
2026-06-29,485.6
2026-06-30,476.9
2026-07-01,462.0
2026-07-02,435.8
2026-07-03,428.6
2026-07-06,420.1
2026-07-07,439.0
2026-07-08,466.8
2026-07-09,442.2
2026-07-10,440.2
2026-07-13,456.5
2026-07-14,458.4
2026-07-15,439.7
2026-07-16,416.1
2026-07-17,399.5
2026-07-20,428.4
2026-07-21,439.1
2026-07-22,461.5
2026-07-23,467.6
2026-07-24,484.0
2026-07-27,473.7
2026-07-28,473.1
2026-07-29,497.3
2026-07-30,501.5
2026-07-31,509.9
2026-08-03,513.7
2026-08-04,506.4
2026-08-05,512.1
2026-08-06,524.2
2026-08-07,526.9
2026-08-10,542.7
2026-08-11,556.6
2026-08-12,553.7
2026-08-13,531.1
2026-08-14,509.8
2026-08-17,495.8
2026-08-18,508.8
2026-08-19,513.2
2026-08-20,510.4
2026-08-21,521.8
2026-08-24,504.7
2026-08-25,511.9
2026-08-26,509.9
2026-08-27,529.1
2026-08-28,532.3
2026-08-31,559.0
2026-09-01,551.6
2026-09-02,558.9
2026-09-03,567.2
2026-09-04,572.1
2026-09-07,572.2
2026-09-08,591.0
2026-09-09,591.7
2026-09-10,600.4
2026-09-11,594.4
2026-09-14,610.1
2026-09-15,606.2
2026-09-16,597.0
2026-09-17,591.8
